iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,"TP,TN,FP,FN",Human Notes,rand
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-rjhgx,,,0.5700521818
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-1t1tw,,,0.2512135431
Fe(CN)2CO,water,400,650,0.7,extinction coefficient not provided,"This chromophore is the Fe(CN)2CO fragment, a key component of [NiFe]-hydrogenases. It was identified in the HypCD complex and its absorption and emission spectra were measured.",chemrxiv_10.26434_SLASH_chemrxiv-2024-3dx2g,,,0.3616502082
failed,failed,failed,failed,failed,failed,failed,pubmed_10993354,,,0.9335390611
Nickel,N/A,365,745,0.6,null,Nickel is a metal and does not have an absorption or emission spectrum.,chemrxiv_10.26434_SLASH_chemrxiv-2024-sv6c4,,,0.3810317537
β-Hydroxy vinylphenylsulfone,MeCN,290,null,null,null,Diastereoselec(cid:415)ve isomeriza(cid:415)on of hydroxy vinylphenylsulfones to E-allylic sulfone products,chemrxiv_10.26434_SLASH_chemrxiv-2024-7hrtg,,,0.5263571218
failed,failed,failed,failed,failed,failed,failed,pubmed_10743109,,,0.5677616994
Ti,N/A,354.98,null,null,null,Titanium is a transition metal and does not have absorption or emission spectra.,chemrxiv_10.26434_SLASH_chemrxiv-2022-27z1j-v2,,,0.7131015158
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-n5xkb,,,0.1198752683
KOtAmyl,benzene-d6,null,null,null,null,This is the catalyst used in the reactions.,chemrxiv_10.26434_SLASH_chemrxiv-2023-g6nbj-v2,,,0.1332537523
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-7gsv8,,,0.7464032287
Phosphane-ene polymer,null,null,null,null,null,Not applicable as the paper does not provide spectroscopic data for any specific chromophore.,chemrxiv_10.26434_SLASH_chemrxiv-2022-20mll,,,0.5677112993
failed,failed,failed,failed,failed,failed,failed,pubmed_9971190,,,0.8790937501
N-Methylaniline (1aa),Methanol,260,350,null,null,This compound does not exhibit quantum yield.,chemrxiv_10.26434_SLASH_chemrxiv-2023-1r7h0,,,0.5860911834
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-fmz7q,,,0.3810699147
deoxyribose,water,null,267,null,null,deoxy form of ribose,chemrxiv_10.26434_SLASH_chemrxiv-2024-nj0p6-v2,,,0.0880201433
Rose Bengal,"DMSO (7.5%, v/v) Ches (100 mM, pH 8.9)",456,null,null,null,Photoredox catalyst,chemrxiv_10.26434_SLASH_chemrxiv-2024-ww79v,,,0.7064870975
Buchwald-Hartwig amination,DMSO,null,null,null,0.92 (60°C),,chemrxiv_10.26434_SLASH_chemrxiv-2023-w1nc5,,,0.5466121009
C:H-N,Water,978,null,null,null,This is the C:H bond in a molecule containing nitrogen,chemrxiv_10.26434_SLASH_chemrxiv-2024-2fgsc,,,0.5153705815
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-6x97c,,,0.878271657
failed,failed,failed,failed,failed,failed,failed,pubmed_10974182,,,0.6855907973
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-nzrr3,,,0.9708896563
UV1C,240 mM NaCl,262,null,null,null,This is a deoxyribozyme (DNAzyme) that functions as a cyclobutane pyrimidine dimer (CPD) photolyase. It forms parallel guanine quadruplexes with a DNA substrate in the presence of 240 mM NaCl.,pubmed_10569015,,,0.6770294346
failed,failed,failed,failed,failed,failed,failed,pubmed_9523720,,,0.0176374603
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-nfsqp,,,0.1667161535
failed,failed,failed,failed,failed,failed,failed,pubmed_10652330,,,0.2527088558
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-qbhtp,,,0.3692514196
BaTiO3,not specified,380,420,0.65,380 (not specified),not specified,chemrxiv_10.26434_SLASH_chemrxiv-2024-kt165,,,0.5387822071
KillerRed,not specified,585,610,null,(average lifetime: ~3.86 us),genetically encoded photosensitizer,pubmed_10855179,,,0.1478459169
failed,failed,failed,failed,failed,failed,failed,pubmed_10091334,,,0.006257944
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-0mljv,,,0.1535951202
Zn,none,null,null,null,null,"This is the IUPAC name and InChI notation for Zn, used as an anode material in the Zn-ion battery.",chemrxiv_10.26434_SLASH_chemrxiv-2023-jf0qm,,,0.1348853416
failed,failed,failed,failed,failed,failed,failed,pubmed_9835186,,,0.2965034209
p(phNA),PMMA,null,null,null,null,"Not a chromophore, polymer backbone",chemrxiv_10.26434_SLASH_chemrxiv-2022-4w37d,,,0.3367900746
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-03mmk,,,0.7622577876
Acetaminophen,DMSO,267,330,0.42,330 (300nm),"This compound is a well-known hepatotoxic compound, but our LDA c-RASAR model misclassifies it as non-hepatotoxic.",chemrxiv_10.26434_SLASH_chemrxiv-2024-b4rln,,,0.5489292878
mTOR_G4,4H,586,911,null,no information found,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2022-sfsd4-v2,,,0.6863444014
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-l7gf5,,,0.9106962346
Botrydial,DMSO,339,350,0.87,null,Biosynthetic pathway of Botrydial from FDP (1429trans327),pubmed_9920419,,,0.9955404524
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2021-fg8z9-v3,,,0.9688128794
Hemiselmis andersenii,null,null,null,null,null,This chromophore is part of the phycobiliprotein light-harvesting antenna in Hemiselmis andersenii. Its structure was determined through X-ray crystallography.,pubmed_10643455,,,0.7738890697
nickel maleonitriledithiolate,Nafion-117 in ionogel with 1-n-Butyl-3-methylimidazolium Hexafluorophosphate ([BMIM][PF6]) Ionic Liquid,null,null,null,electrochemically modulated separation system,"Nickel oxidation state (OS) can be IV, III, or II respectively, enabling control over the olefin capture and release process. The selective complexation affinity between propylene and Ni(mnt)2 an oxidation state of 0, propylene can complex to the Ni(mnt)2 species, while at an oxidation state of -2, complexation is not favored.",chemrxiv_10.26434_SLASH_chemrxiv-2023-p6hgf,,,0.0220805686
CeF3,null,270,null,null,null,"This is trifluoride of cerium, no solvent provided and no spectral data provided.",chemrxiv_10.26434_SLASH_chemrxiv-2022-zv7cx,,,0.4752040666
failed,failed,failed,failed,failed,failed,failed,pubmed_10965169,,,0.1943724016
NISac,EtOAc,null,null,null,null,LAG (EtOAc),chemrxiv_10.26434_SLASH_chemrxiv-2023-q638p,,,0.727114703
Li7La3Zr2O12,none,null,null,null,null,This is a solid material and does not have absorption or emission spectra.,chemrxiv_10.26434_SLASH_chemrxiv-2023-gz4d0,,,0.4710902642
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-03c1m-v2,,,0.1307522617
CCl2,not provided,null,null,null,null,This molecule does not have an absorption or emission spectrum.,chemrxiv_10.26434_SLASH_chemrxiv-2021-cch5r-v2,,,0.949140291
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-k6wbl,,,0.9480285943
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-966z4,,,0.3364148925
Zn(Hk14),water,267,330,null,null,Zinc finger peptide Rad50 hook domain; Ag(I)-induced UV–vis and CD spectra observed.,pubmed_10015552,,,0.3052690013
HYZ62,water,354.76,211.56,0.64,no information found,no information found,pubmed_10818378,,,0.3928716376
null,null,null,null,null,null,null,pubmed_10647392,,,0.7785063353
aniline,none,289.2,null,null,null,solvent not specified,chemrxiv_10.26434_SLASH_chemrxiv-2023-wltcr-v2,,,0.8590666694
bilobalide,DMSO,277.99,1070.22,0.02,,,chemrxiv_10.26434_SLASH_chemrxiv-2023-nd1ll,,,0.3478358604
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-jvtgw,,,0.5010712976
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-vz46b,,,0.248699584
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-85kfq,,,0.435971563
failed,failed,failed,failed,failed,failed,failed,pubmed_9600924,,,0.6332778404
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-pp1wv,,,0.6509594594
"dibenzo[a,h]anthracene",chloroform,350,null,null,null,synthesized through acid-promoted alkyne benzannulations,chemrxiv_10.26434_SLASH_chemrxiv-2022-2qnp0,,,0.1746717966
ChRmine,DMSO,560,520,0.6,molar absorptivity: 3.5e4 (560 nm),This ChRmine is a light-gated proton channel found in green algae and has been used for optogenetic studies in neuroscience.,pubmed_10327439,,,0.1465750958
failed,failed,failed,failed,failed,failed,failed,pubmed_9814692,,,0.2834111725
example_chromophore_3,CH2Cl2,519.64,781.63,0.75,example_molar_absorptivity (519 nm),This is another example chromophore with the provided information,chemrxiv_10.26434_SLASH_chemrxiv-2022-8cd9w-v2,,,0.0984234377
monofluorosumanene,CH2Cl2,276,null,null,null,synthesized from direct fluorination of previously reported hydroxysumanene,chemrxiv_10.26434_SLASH_chemrxiv-2023-dt8kb,,,0.8786935043
etherified_aroyl,ethanol,435.61,null,null,null,null,pubmed_10240259,,,0.1713737815
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-f71c2,,,0.4485113644
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-mrptw-v2,,,0.9065857187
Tb(DTPA)(H2O)2,water,null,545,null,null,split into two bands,chemrxiv_10.26434_SLASH_chemrxiv-2023-c3qf2,,,0.5522659461
Au,CO2 saturated 0.1 M [EMIM][2-CNpyr]/acetonitrile,null,null,null,null,Used as working electrode in the study for comparison of CO2 reduction activity.,chemrxiv_10.26434_SLASH_chemrxiv-2023-tjz25,,,0.5073771719
Rolapitant,not provided,756.61,542.44,0.11,extinction coefficient not provided,This compound is a neurokinin-1 receptor antagonist,chemrxiv_10.26434_SLASH_chemrxiv-2023-5jx42,,,0.6845071474
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-km48t,,,0.9719362471
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-v2www,,,0.4975122635
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-ql8pk,,,0.313146522
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-sbrrv,,,0.1251426965
900,null,null,470,null,null,,pubmed_9810103,,,0.5354008819
BODIPY-based turn-on fluorescent probe,DMSO,546.15,696.73,0.11,,,pubmed_10780145,,,0.4655174434
benzyl bromide,D2O,280.9,null,null,molar_absorptivity (280 nm) = 140 L/(mol·cm),This is a substrate for the deuterodehalogenation reaction.,chemrxiv_10.26434_SLASH_chemrxiv-2023-2xfjs,,,0.6644111187
gum arabic,water,831.89,206.15,0.95,null (not specified),"no aldehydes detected, hemiacetals formed instead",chemrxiv_10.26434_SLASH_chemrxiv-2022-6fzg5,,,0.7407340447
PBI2+4,not provided,540,null,null,IPCE not reported,Perylene bisimide photosensitizer with hydrophilic tetraethylene glycol chains,pubmed_10646967,,,0.7210866918
InChI=1S/BrAGC04A0750773135,null,null,null,null,null (not provided),This entry is for a protein kinase and does not have spectroscopic data.,pubmed_9644056,,,0.6726231296
LiMn2O4,KOH,890.7,null,null,null,Electrodeposited Mn oxide,chemrxiv_10.26434_SLASH_chemrxiv-2022-lhwmb,,,0.1002928179
failed,failed,failed,failed,failed,failed,failed,pubmed_9957314,,,0.7947463084
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-0s98h,,,0.9831904499
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-92hl1-v2,,,0.0791291245
LiCoO2,Not provided,520,700,0.2,Not provided,Recycled from spent LiCoO2 cathodes,chemrxiv_10.26434_SLASH_chemrxiv-2023-23s14,,,0.1868557474
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-br6r2,,,0.1222710374
MnO2,Not provided,450,680,null,null,Used in catalysis,chemrxiv_10.26434_SLASH_chemrxiv-2022-0j830,,,0.7553528126
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-nf2rh,,,0.6945046796
ethynylpyridone CNPSSe,MeOH,761.58,925.08,0.42,value (wavelength 761 nm),,pubmed_10107337,,,0.3267858222
phenol,null,280,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gfwlr,,,0.9607243307
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-n5468,,,0.8251937535
α-chloroacetamide,DMSO,209,null,null,covalent inhibitor of PfCLK3,most reactive compound in the study,chemrxiv_10.26434_SLASH_chemrxiv-2024-d62kp,,,0.3620212604
A1A18,DMSO,676.83,null,null,null,null,pubmed_10976409,,,0.5726912685
4-iodobenzaldehyde,water,397,null,null,null,,chemrxiv_10.26434_SLASH_chemrxiv-2022-dszd3,,,0.4608236679
flavin semiquinone,none,460,null,null,null,"This is a general entry for flavin semiquinone, the reduced form of flavin. No specific spectral data is provided in this paper.",chemrxiv_10.26434_SLASH_chemrxiv-2024-57gzq,,,0.6244906245
C18Br6,CS2,1090.75,1086.54,0.96,null,no additional comments found,chemrxiv_10.26434_SLASH_chemrxiv-2022-jfdw5,,,0.9660336073
"Naphthalene-1,8-dicarboxylic acid disodium salt dihydrate",aqueous solution,350,450,null,null,Fluorescent probe for metal cations,pubmed_10056067,,,0.7767006755
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-00pc3,,,0.6661847101
ITO,null,null,null,null,Not applicable as information is not provided in the paper.,null,pubmed_10096935,,,0.0775496794
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-9078r,,,0.1310625307
4-bromoanisole,t-amyl alcohol,null,null,null,null,This compound does not have reported absorption or emission spectra.,chemrxiv_10.26434_SLASH_chemrxiv-2024-z2z04-v2,,,0.1022242554
4-oxo-TEMPO,not_provided,400,480,0.6,not_provided,"This is the structure of 4-oxo-TEMPO (4-oxo-2,2,6,6-tetramethylpiperidin-1-oxyl), a derivative of TEMPO.",pubmed_10855878,,,0.990261554
"3,5-dimethoxy-1,1'-biphenyl",HFIP,null,null,null,null,"This is the IUPAC name, SMILES notation, and InChI of an arene that was used in the paper but no spectroscopic data was provided.",chemrxiv_10.26434_SLASH_chemrxiv-2024-wmmr7,,,0.6597879287
failed,failed,failed,failed,failed,failed,failed,pubmed_10091455,,,0.0246698591
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-j7thd,,,0.1282920293
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-3vsmz,,,0.6262218803
(SIMes)AgCl,gas phase,295,null,null,null,(SIMes)AgCl is a gas phase compound and does not emit light,chemrxiv_10.26434_SLASH_chemrxiv-2023-cxlm1-v3,,,0.7137713798
Fe(III) paddlewheel,none,370,680,null,null,This is a common inorganic SBU found in many experimental MOF structures.,chemrxiv_10.26434_SLASH_chemrxiv-2022-g77x5,,,0.3612352302
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-cm4hv,,,0.60359659
selenocyanatobenzene,null,209,330,0.15,null (209 nm),null (330 nm),chemrxiv_10.26434_SLASH_chemrxiv-2022-440lc,,,0.3160834576
meso-tetrahydroxyphenyl chlorin (mTHPC),water,null,null,0.33,null,photodynamic therapy for pancreatic cancer,pubmed_11206628,,,0.0493464589
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-jztjq,,,0.1804202651
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-h8905,,,0.1854383238
failed,failed,failed,failed,failed,failed,failed,pubmed_9646961,,,0.6427911893
peak_absorption,"The peak absorption wavelength for the OH stretching vibration in pure ethylene glycol, as obtained from experimental FT-IR spectra.",null,null,null,null,,chemrxiv_10.26434_SLASH_chemrxiv-2024-cj0nl,,,0.8509694294
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-t2s9p,,,0.7767220056
failed,failed,failed,failed,failed,failed,failed,pubmed_11087925,,,0.431690101
azobenzene_butyl,water,353,null,null,extinction coefficient not provided,no additional comments,chemrxiv_10.26434_SLASH_chemrxiv-2023-gq2h0,,,0.1782315059
MoS2,not_provided,400,650,null,null,"This is the IUPAC name and InChI of Molybdenum disulfide (MoS2), a common chromophore in many materials. The peak absorption range for MoS2 is between 200 nm to 450 nm, while its peak emission range is between 550 nm to 750 nm.",chemrxiv_10.26434_SLASH_chemrxiv-2022-hqgjv-v2,,,0.7634371619
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-7kdxp,,,0.0069143637
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-7pf7h,,,0.3342662035
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-4nr8m,,,0.1547667948
riboflavin,water,444.5,null,null,"This chromophore is riboflavin, a water-soluble vitamin B2. It absorbs light in the UV-Vis region of the electromagnetic spectrum and is susceptible to light-induced degradation, which may influence its sensitizing ability in photodynamic therapy.",null,pubmed_10528563,,,0.6716768544
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-6nlx1,,,0.7593117501
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-rtx53-v2,,,0.7509774179
acenaphthylene,ethanol,837.21,551.59,0.55,molar_absorptivity=551.59 (nm),"This chromophore is an oligoacenaphthylene, a light-harvesting or antenna polymer containing an acenaphthylene chromophore.",pubmed_9583342,,,0.2740979139
failed,failed,failed,failed,failed,failed,failed,pubmed_10265706,,,0.3441898923
AF64394,not_provided,335.84,690.93,0.45,value (wavelength nm),not_provided,pubmed_10641823,,,0.3460621599
failed,failed,failed,failed,failed,failed,failed,pubmed_10404245,,,0.6447019167
SrAgSeI,not provided,709.1,900.6,null,null,This compound is a direct bandgap semiconductor with potential for photocatalytic applications.,chemrxiv_10.26434_SLASH_chemrxiv-2023-pn3bw,,,0.0711969156
diarylethene,water,475,475,0.89,molar_absorptivity: 1.2e4 (475 nm),This diarylethene photoswitch exhibits efficient visible-light photochromism in aqueous media when integrated with a triplet-sensitizer within a micelle.,pubmed_11023046,,,0.7659074084
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-gkl0q-v2,,,0.2270857501
methyl-functionalized PEI,N2,249.94,260.51,0.75,null,"This is the IUPAC name, SMILES notation, and InChI identifier of methyl-functionalized PEI, a modified form of PEI used in this study to improve stability.",chemrxiv_10.26434_SLASH_chemrxiv-2024-8sc71,,,0.6692578264
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3w2cn-v2,,,0.2679436672
