iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper
Flavin F4,DMSO,444.0,513.0,0.011,null,Brominated guanidino-substituted flavin,pubmed_9022420
null,null,null,null,null,null,null,pubmed_9321750
null,null,null,null,null,null,null,pubmed_9248210
null,null,null,null,null,null,null,pubmed_9147680
null,null,null,null,null,null,null,pubmed_9147618
null,null,null,null,null,null,null,pubmed_9144902
null,null,null,null,null,null,null,pubmed_9138142
null,null,null,null,null,null,null,pubmed_9105939
"2,2-((2-(4-methoxy-7-nitroindolin-1-yl)-2-oxoethyl)(carboxymethyl)amino)ethyl diacetic acid",MOPS buffer,null,null,null,4800 (330 nm),Data obtained from HPLC analysis. Photolysis occurs in the presence of Ca²+,pubmed_9104977
null,null,null,null,null,null,null,pubmed_9104625
null,null,null,null,null,null,null,pubmed_9104511
null,null,null,null,null,null,null,pubmed_9103577
null,null,null,null,null,null,null,pubmed_9101874
null,null,null,null,null,null,null,arxiv_1312.6312v1
C1878H2682,toluene,400.0,425.0,null,null,"Shows photon antibunching, unpolarized fluorescence, LD values around zero.",arxiv_1612.03001v1
E)-2-(ethyl(4-((4-nitrophenyl)diazenyl)phenyl)amino)ethyl 4-(pyren-1-yl)butanoate,"1,2-dichloroethane",467.0,null,null,null,"Chromophore used in color detection devices with SWNTs, shows isomerization-induced dipole changes.",arxiv_0902.2231v1
E)-N-(4-((4-nitrophenyl)diazenyl)phenyl)-4-(pyren-1-yl)butanamide,"1,2-dichloroethane",381.0,null,null,null,"Chromophore used in color detection devices with SWNTs, shows isomerization-induced dipole changes.",arxiv_0902.2231v1
E)-4-((4-nitrophenyl)diazenyl)phenyl 4-(pyren-1-yl)butanoate,"1,2-dichloroethane",342.0,null,null,null,"Chromophore used in color detection devices with SWNTs, shows isomerization-induced dipole changes.",arxiv_0902.2231v1
Disperse Red 1 (DR1),null,633.0,831.0,null,null,Classical azo-chromophore with r33 coefficient around 15 pm/ V at 633 nm and another measurement at 831 nm.,arxiv_0602533v1
MM52,null,null,831.0,null,null,New optimized chromophore structure with r33 around 50 pm/ V at 831 nm.,arxiv_0602533v1
MM42,null,null,null,null,null,Poor induced orientation due to high polarizability.,arxiv_0602533v1
null,null,null,null,null,null,null,arxiv_0111086v1
null,null,null,null,null,null,null,arxiv_1710.06792v1
null,null,null,null,null,null,null,arxiv_2305.16981v1
null,null,null,null,null,null,null,arxiv_1809.02324v2
azobenzene,null,null,null,null,null,Azobenzene chromophores are used in a liquid crystalline brush for photo-switchable surfaces.,arxiv_2112.00680v2
"2-(6-hydroxy-1,3-benzothiazol-2-yl)-1,3-thiazol-4-one",null,560.0,560.0,0.8,null,Gas-phase calculations show higher efficiency for Keto-1 form due to heterojunction effect,arxiv_1009.1602v1
null,null,null,null,null,null,null,arxiv_1109.6613v2
failed,failed,failed,failed,failed,failed,failed,arxiv_1507.06531v1
polyphenylene-ethynylene,null,820.19,843.16,0.05,null,Chromophore used in experiments with varying dimer spacings.,arxiv_1507.06533v1
null,null,null,null,null,null,null,arxiv_1610.02604v3
null,null,null,null,null,null,null,arxiv_1704.01795v2
null,null,null,null,null,null,null,arxiv_1112.5863v2
DR1P,null,null,null,null,null,Well-studied azobenzene chromophore used in previous work.,arxiv_1312.6301v1
DR1P',null,525.0,null,null,null,UV/vis absorption spectrum shows strong peak at ~525 nm corresponding to π-conjugated azobenzene derivative with donor and acceptor groups.,arxiv_1312.6301v1
pCT−,water,null,null,null,"The anionic photoactive yellow protein chromophere (deprotonated trans-thiophenyl-p-coumarate, pCT−) in water is analyzed for its optical properties using machine learning models. The study highlights the challenges of accurately predicting energy gaps and spectral features due to strong interactions between the chromophore and solvent.",null,arxiv_2005.09776v1
Nile Red,water,null,null,null,"Nile Red in water exhibits medium-strength chromophore-solvent interactions. The hidden-solvent model struggles with accurate predictions, while the indirect-solvent model performs better with larger training sets.",null,arxiv_2005.09776v1
null,null,null,null,null,null,null,arxiv_2107.01072v1
p-hydroxybenzylidene-imidazolinone (HBI),null,395.0,null,null,null,Neutral form of HBI with absorption near 395 nm (A band),arxiv_1001.2593v1
failed,failed,failed,failed,failed,failed,failed,arxiv_1010.4903v1
palladium phthalocyanine,null,645.0,null,null,null,PdPc,arxiv_2101.01105v2
zinc phthalocyanine,null,652.63,null,null,null,ZnPc,arxiv_2101.01105v2
free-base phthalocyanine,null,685.71,null,null,null,H2Pc,arxiv_2101.01105v2
null,null,null,null,null,null,null,arxiv_0609075v4
null,null,null,null,null,null,null,arxiv_1912.00918v1
Disperse Red 1,DMF,null,null,null,null,Chromophore used for functionalizing nanotubes to modulate conductivity upon UV illumination.,arxiv_0703073v1
null,null,null,null,null,null,null,arxiv_1410.5066v1
protonated tryptophan,null,null,null,null,null,chromophore lost as ionic fragment (m/z 130),arxiv_1506.05559v1
protonated tyrosine,null,null,null,null,null,chromophore lost as neutral fragment (mass = 107 amu),arxiv_1506.05559v1
null,null,null,null,null,null,null,arxiv_1607.07993v1
null,null,null,null,null,null,null,arxiv_1805.09522v1
null,null,null,null,null,null,null,arxiv_1902.10218v3
null,null,null,null,null,null,null,arxiv_2003.00980v2
null,null,null,null,null,null,null,arxiv_1907.00065v2
null,null,null,null,null,null,null,arxiv_1712.00798v1
null,null,null,null,null,null,null,arxiv_2110.15880v1
null,null,null,null,null,null,null,arxiv_2105.09256v1
null,null,null,null,null,null,null,arxiv_2208.05444v2
para-aminobenzoic acid,Milli-Q water,null,null,null,null,The para-aminobenzoic acid chromophore label influences the stability and mechanical properties of hFF03 hydrogels.,arxiv_2310.09142v1
ortho-aminobenzoic acid,Milli-Q water,null,null,null,null,"The ortho-aminobenzoic acid chromophore label forms more stable oligomers compared to para-aminobenzoic acid, leading to stronger hydrogel properties.",arxiv_2310.09142v1
null,null,null,null,null,null,null,arxiv_1706.02779v1
null,null,null,null,null,null,null,arxiv_0106085v1
null,null,null,null,null,null,null,arxiv_0412170v1
failed,failed,failed,failed,failed,failed,failed,arxiv_1012.0244v1
ATTO647N,water,null,null,0.016,null,"engineered hybrid metal-organic chromophores with AuNP dimers, high brightness despite low quantum yield due to enhanced excitation cross-sections",arxiv_1210.6790v1
null,null,null,null,null,null,null,arxiv_1608.06943v2
null,null,null,null,null,null,null,arxiv_2108.13943v2
null,null,null,null,null,null,null,arxiv_2310.17818v1
null,null,null,null,null,null,null,arxiv_0601147v1
HBDI anion,null,479.0,null,null,null,Gas-phase absorption peak at 2.59 eV (479 nm) with FWHM of 45 nm.,arxiv_0902.3775v4
bis(phenylethynyl)anthracene,"1,2-difluorobenzene",450.0,null,0.95,null,light-harvesting chromophore with strong absorption around 450 nm (blue region),arxiv_1106.6150v1
borondipyrromethene,"1,2-difluorobenzene",513.0,null,0.95,null,light-harvesting chromophore with good absorption around 513 nm (green region),arxiv_1106.6150v1
zinc porphyrin,"1,2-difluorobenzene",null,null,0.95,null,participates in charge separation and energy transfer to the fullerene acceptor,arxiv_1106.6150v1
null,null,null,null,null,null,null,arxiv_1205.0481v2
null,null,null,null,null,null,null,arxiv_1206.3300v1
failed,failed,failed,failed,failed,failed,failed,arxiv_1711.11576v2
"Ethane-1,2-diyl (2E,2’E)-bis(2-cyano-3-(5-(4-(diphenylamino)phenyl)thiophen-2-yl)acrylate)",CH2Cl2,478.0,null,null,66500 (478 nm),"The chromophore D1 exhibits a strong electron-donating triphenylamine group linked to an electron-withdrawing cyanoacrylic ester group by a thiophene ring, resulting in intramolecular charge transfer. It is used as a dopant in polymer films and nanoporous silica for second-harmonic generation experiments.",arxiv_2102.05322v1
null,null,null,null,null,null,null,arxiv_1801.04924v1
perylene diimide derivative,null,500.0,585.0,0.01,null,PDI ligand L1 shows enhanced emission in cage assembly with suppressed aggregation and electronic purity preserved.,arxiv_2210.16420v1
reduced cytochrome-c-oxidase (redCCO),null,null,null,null,null,"Chromophore present in tumor tissue, less so in normal tissue and blood vessels.",arxiv_2301.05233v3
oxidized cytochrome-c-oxidase (oxCCO),null,null,null,null,null,"Chromophore present in tumor tissue, less so in normal tissue and blood vessels.",arxiv_2301.05233v3
heme (HbO2),null,null,null,null,null,Oxy-hemoglobin absorption spectrum shown in Figure 4.,arxiv_2301.05233v3
hemoglobin (HHb),null,null,null,null,null,Deoxy-hemoglobin absorption spectrum shown in Figure 4.,arxiv_2301.05233v3
Disperse Red 1,null,404.0,null,null,null,dipolar chromophore used in SiO2 hybrid films,arxiv_2501.19006v1
Ethyl-[4-(4-nitro-phenylazo)-phenyl]-(2-oxiranylmethoxy-ethyl)-amine,null,null,null,null,null,grafted chromophore used in SiO2 hybrid films,arxiv_2501.19006v1
failed,failed,failed,failed,failed,failed,failed,arxiv_9411004v1
null,null,null,null,null,null,null,arxiv_1003.3857v1
4-(4-Nitrophenylazo)aniline,null,440.0,null,null,null,Absorption peak at 440 nm.,arxiv_1111.4531v1
null,null,null,null,null,null,null,arxiv_1202.3439v1
null,null,null,null,null,null,null,arxiv_1212.6804v1
null,null,null,null,null,null,null,arxiv_1712.05655v1
null,null,null,null,null,null,null,arxiv_2103.07171v2
trianisole-heptazine,toluene,null,null,0.7,null,exceptionally photostable chromophore with a quantum yield of 0.7 in toluene and a long excited-state lifetime of 287 ns,arxiv_2203.07176v1
null,null,null,null,null,null,null,arxiv_2501.15872v1
null,null,null,null,null,null,null,arxiv_2502.17004v1
null,null,null,null,null,null,null,arxiv_0602534v1
null,null,null,null,null,null,null,arxiv_0312002v1
null,null,null,null,null,null,null,arxiv_1010.1984v1
null,null,null,null,null,null,null,arxiv_1105.4189v1
null,null,null,null,null,null,null,arxiv_1303.2074v1
tryptophan,null,null,null,0.14,null,Fluorescence quantum yield for pure tryptophan.,arxiv_1405.3170v1
"5-methylpyrimidine-2,4(1H,3H)-dione",ultra-high vacuum,267.0,null,null,null,"Thymine exhibits ππ* and nπ* excited states. The ππ* state is optically allowed with absorption at 267 nm, while the nπ* state is dark.",arxiv_1610.08498v1
null,null,null,null,null,null,null,arxiv_1611.06052v1
heptazine (Hz),toluene,280.0,null,0.69,null,long-lived S1 state with fluorescence quantum yield of 0.69,arxiv_2006.16634v1
tri-phenyl-heptazine (TPhHz),null,405.0,null,null,null,bright ππ* state at 4.05 eV,arxiv_2006.16634v1
tri-pyrazinyl-heptazine (TPyHz),null,401.0,null,null,null,bright ππ* state at 4.01 eV,arxiv_2006.16634v1
tri-anisole-heptazine (TAHz),null,362.0,null,null,null,bright ππ* state at 3.62 eV,arxiv_2006.16634v1
null,null,null,null,null,null,null,arxiv_1908.08373v1
null,null,null,null,null,null,null,arxiv_1709.06911v1
"2,5,8-tris(4-fluoro-3-methylphenyl)-1,3,4,6,7,9,9b-heptaazaphenalene",null,326.0,525.0,null,null,IST system with high quantum efficiency,arxiv_2111.08987v1
"4,4',4''-(1,3,3a,4,6,7,9-heptaazaphenalene-2,5,8-triyl)tris(N,N-bis(4-(tert-butyl)phenyl)aniline)",null,475.0,535.0,0.95,null,TADF system at borderline with IST,arxiv_2111.08987v1
null,null,null,null,null,null,null,arxiv_2209.13149v2
null,null,null,null,null,null,null,arxiv_2211.09408v2
null,null,null,null,null,null,null,arxiv_2411.18112v1
null,null,null,null,null,null,null,arxiv_1109.3416v1
null,null,null,null,null,null,null,arxiv_0302074v1
null,null,null,null,null,null,null,arxiv_0403053v1
null,null,null,null,null,null,null,arxiv_0801.1641v1
null,null,null,null,null,null,null,arxiv_0905.3787v2
null,null,null,null,null,null,null,arxiv_1001.0809v3
null,null,null,null,null,null,null,arxiv_1101.0291v1
null,null,null,null,null,null,null,arxiv_1106.1986v1
failed,failed,failed,failed,failed,failed,failed,arxiv_1204.5262v3
"4-(2,5-dimethyl-4-sulfophenylazo)resorcinol",poly(methyl methacrylate),null,null,null,null,DO11 forms domains in PMMA that influence photodegradation and recovery. Healing involves interactions with polymer backbone.,arxiv_1301.1088v1
null,null,null,null,null,null,null,arxiv_1301.6611v1
null,null,null,null,null,null,null,arxiv_1305.0422v2
null,null,null,null,null,null,null,arxiv_1309.5165v1
null,null,null,null,null,null,null,arxiv_1309.5176v1
null,null,null,null,null,null,null,arxiv_1311.2091v1
null,null,null,null,null,null,null,arxiv_1409.1091v2
null,null,null,null,null,null,null,arxiv_1606.09077v1
null,null,null,null,null,null,null,arxiv_1607.03247v1
digon 2,toluene,null,null,0.625,null,"Fluorescence quantum yields of 55-70% observed in dilute toluene solution. Bending increases nuclear relaxation in excited state, shifting emission to red and redistributing oscillator strength to vibronic transitions.",arxiv_1612.05398v1
"octyl)oxy]-1,1':4',1'':4'',1'''-quaterphenyl",dichloromethane,309.0,382.0,null,null,mentioned in Table S1,arxiv_1701.05723v4
Coumarin 460,dichloromethane,371.0,442.0,null,null,referenced in Table S1,arxiv_1701.05723v4
"N,N-Di(1-octylheptyl)-perylene-3,4,9,10-tetra carboxylic diimide",dichloromethane,524.0,536.0,null,null,referenced in Table S1,arxiv_1701.05723v4
null,null,null,null,null,null,null,arxiv_1706.00579v2
null,null,null,null,null,null,null,arxiv_1802.04570v1
"5,5',6,6'-tetrachloro-di-(4-sulfobutyl) benzimidazolocarbocyanine",water,590.0,null,null,null,J-aggregate form; absorption line at 590 nm; no explicit emission peak or quantum yield provided,arxiv_1802.06616v1
null,null,null,null,null,null,null,arxiv_1804.05939v1
null,null,null,null,null,null,null,arxiv_1808.06824v1
failed,failed,failed,failed,failed,failed,failed,arxiv_1812.07648v1
null,null,null,null,null,null,null,arxiv_1905.11552v1
failed,failed,failed,failed,failed,failed,failed,arxiv_2009.13177v1
null,null,null,null,null,null,null,arxiv_1907.10180v3
null,null,null,null,null,null,null,arxiv_1811.10526v2
azobenzene,null,null,null,null,null,null,arxiv_2201.02324v1
null,null,null,null,null,null,null,arxiv_2309.12274v1
Rhodamine 6g,methanol,807.0,null,null,null,used in experiments with ETPA,arxiv_2410.06199v1
CdSe nanoplatelets,hexane,807.0,null,null,null,used in experiments with ETPA,arxiv_2410.06199v1
PhO-:ImO-,null,null,null,null,null,null,arxiv_1008.4982v2
PhOH:ImO-,null,null,null,null,null,null,arxiv_1008.4982v2
PhO-:ImOH,null,null,null,null,null,null,arxiv_1008.4982v2
PhOH:ImOH,null,null,null,null,null,null,arxiv_1008.4982v2
ImNH:PhO-,null,null,null,null,null,null,arxiv_1008.4982v2
ImNH:PhOH,null,null,null,null,null,null,arxiv_1008.4982v2
ImO-:ImOH,null,null,null,null,null,null,arxiv_1008.4982v2
ImOH:ImOH,null,null,null,null,null,null,arxiv_1008.4982v2
ImNH:ImO-,null,null,null,null,null,null,arxiv_1008.4982v2
ImNH:ImOH,null,null,null,null,null,null,arxiv_1008.4982v2
PhO-:PhO-,null,null,null,null,null,null,arxiv_1008.4982v2
PhOH:PhOH,null,null,null,null,null,null,arxiv_1008.4982v2
ImO-:ImO-,null,null,null,null,null,null,arxiv_1008.4982v2
null,null,null,null,null,null,null,arxiv_1502.07842v3
tetra-tert-butylterrylene,null,null,null,null,null,Chromophores embedded in polyisobutylene matrix at 2 K exhibiting multi-peaked emission due to coupling with two-level systems.,arxiv_0307257v1
null,null,null,null,null,null,null,arxiv_0501422v1
null,null,null,null,null,null,null,arxiv_0507078v1
null,null,null,null,null,null,null,arxiv_0608300v2
null,null,null,null,null,null,null,arxiv_0705.3022v1
null,null,null,null,null,null,null,arxiv_0806.4725v2
