iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,TP/TN/FP/FN,Notes
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j0cq8,,
Ph 2P(S)CH(Ph)NH-btd (3),THF,null,519.5,0.93,null,Chalcogenide exhibits fluorescence at 519–536 nm and phosphorescence at 840 nm; solid-state quantum yield is 93% for the sulphide derivative.,pubmed_9227927,,
Co(NO3)2,null,null,null,null,Red lake; organic red pigment often made from plant dyes.,null,pubmed_11336837,,
null,null,null,null,null,null,null,pubmed_10386451,,
null,null,null,null,null,null,null,pubmed_10536279,,
null,null,null,null,null,null,null,pubmed_9913910,,
null,null,null,null,null,null,null,pubmed_9205357,,
doxorubicin,DMSO,480,520,null,null,doxorubicin is a chromophore used in photodynamic therapy (PDT) to generate reactive oxygen species upon irradiation.,pubmed_9913797,,
null,null,null,null,null,null,null,pubmed_11243738,,
null,null,null,null,null,null,null,pubmed_10704552,,
null,null,null,null,null,null,null,pubmed_11342365,,
null,null,null,null,null,null,null,pubmed_10377111,,
null,null,null,null,null,null,null,pubmed_10052235,,
null,null,null,null,null,null,null,pubmed_10149208,,
bodipy-1e,acetonitrile,602.92,619.06,0.84,null (absorption and emission not explicitly provided),BODIPY derivative 1e with meso-substitution and thiophene moiety at position 2; shows absorption maxima at 602.92 nm and emission maxima at 619.06 nm; quantum yield of 0.84,pubmed_11085077,,
"2,3-substituted-1,4-naphthoquinone",tetrahydrofuran (THF),null,null,null,null,Substituted naphthoquinone with electron-donating group.,pubmed_11445641,,
Katushka fluorescent protein,null,588,635,0.34,null,The Katushka fluorescent protein was used to enhance photosynthetic action spectrum in Chlamydomonas reinhardtiichloroplasts by converting yellow photons to red photons.,pubmed_9504678,,
null,null,null,null,null,null,null,pubmed_9655712,,
null,null,null,null,null,null,null,pubmed_9370489,,
null,null,null,null,null,null,null,pubmed_10180757,,
rhodol_derivative_4,null,551,603,0.23,8451,"The Stokes shift for 11i and 11j was 30–41 nm, providing good applicability in imaging experiments.",pubmed_10308389,,
11-keto-beta-boswellic acid,chloroform,244,null,null,null,Predicted UV absorption by Woodward–Fieser rules.,pubmed_11510512,,
null,null,null,null,null,null,null,pubmed_10152869,,
null,null,null,null,null,null,null,pubmed_10979487,,
galactomannan,null,405,405,null,null,Sulfated derivatives of galactomannan (SGM) and galactoglucomannan (GGM) were studied for their anticoagulant activity using chromogenic substrates.,pubmed_9785910,,
null,null,null,null,null,null,null,pubmed_11794446,,
null,null,null,null,null,null,null,pubmed_11070859,,
"2,3-dihydro-β,ε-carotene",tetrahydrofuran,null,null,null,null,"Detailed photophysics of lycopene in THF, including excited state dynamics and S* state decay.",pubmed_11417988,,
null,null,null,null,null,null,null,pubmed_10654675,,
null,null,null,null,null,null,null,pubmed_9224695,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6389c-v2,,
null,null,null,null,null,null,null,pubmed_10938803,,
null,null,null,null,null,null,null,pubmed_10258842,,
null,null,null,null,null,null,null,pubmed_10966742,,
null,null,null,null,null,null,null,pubmed_9138135,,
null,null,null,null,null,null,null,pubmed_9784231,,
TD-1V,"THF, ethanol, toluene, PBS buffer",580,674,0.12,null,Engineering of hCRBPII mutants to regulate absorption and emission of TD-1V through mutations affecting polarity and binding pocket structure.,pubmed_11334107,,
null,null,null,null,null,null,null,pubmed_9969180,,
beta-boswellic acid,methanol,215,null,null,null,UV maxima at 215 nm for conjugated enones.,pubmed_11510512,,
null,null,null,null,null,null,null,pubmed_9898018,,
orientin,"methanol, ethyl acetate",null,null,null,null (wavelength not specified),Flavone C-glycoside with luteolin-6-C-glucoside structure discussed for antioxidant activity.,pubmed_11728773,,
chloro-substituted phenoxy,PGMEA,679,null,null,61500,Zinc phthalocyanine derivative with chlorine substituents at nonperipheral positions.,pubmed_11683594,,
null,null,null,null,null,null,null,pubmed_11673460,,
null,null,null,null,null,null,null,pubmed_11376719,,
"5,12-Tetracenepropiolic acid","THF, DMF",294,null,0.57,10700,"Tc-DA exhibits concentration-dependent aggregation behavior in DMF, influencing its absorption and emission spectra.",pubmed_11046478,,
null,null,null,null,null,null,null,pubmed_10041377,,
dithienylethene,"CH2Cl2, ethanol/methanol",275,607,null,null,Dithienylethene is used as a photoswitch in macrocyclic complexes for luminescence control.,chemrxiv_10.26434_SLASH_chemrxiv.12022776.v1,,
"boron-dipyrromethene-1,3,5-tris(phenylmethylene)cyclohexadienylmethanol",methanol,238,516,0.0005,136000 (200 nm),BODIPY used as acceptor in dyad 4 with TAPP donor; high energy transfer efficiency; non-fluorescent nature of BODIPY; fluorescence emission increases with viscosity,pubmed_11499138,,
null,null,null,null,null,null,null,pubmed_10819500,,
furanopyrimidine ribonucleoside,null,303,370,0.5,null (wavelength not specified),Early explorations in fluorescence-based assays,pubmed_11079976,,
perylene,THF,400,520,0.76,null,"Dimer with 3,10 substitution pattern shows higher quantum yield and shorter fluorescence lifetime compared to others.",arxiv_2409.17393v1,,
Cl-SiRhd,CH3CN,700.73,1050,null,null,NIR-II fluorophore with switchable emission based on bent-to-planar configuration changes; used for in vivo tracking of nitric oxide fluctuations in Alzheimer's disease brain.,pubmed_10094356,,
null,null,null,null,null,null,null,pubmed_9483471,,
Dm cryV531K,null,null,null,null,null,"DmCRY variant with V531K mutation, retains BL sensitivity but loses MF response, highlights importance of PDZ-binding motif for magnetosensitivity.",pubmed_9977682,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-57gzq,,
null,null,null,null,null,null,null,pubmed_11563203,,
null,null,null,null,null,null,null,pubmed_9572478,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.14471244.v1,,
null,null,null,null,null,null,null,pubmed_11723179,,
null,null,null,null,null,null,null,pubmed_9368671,,
pyrazole-based lamellarin O analogues,null,null,null,null,null,Synthetic derivatives of lamellarin O featuring pyrazole cores and various substituents for cytotoxicity studies.,pubmed_9999251,,
null,null,null,null,null,null,null,pubmed_9655307,,
null,null,null,null,null,null,null,pubmed_10646245,,
null,null,null,null,null,null,null,pubmed_11025112,,
diaryl-hemithioindigo_10,DMSO,426,435,0.71,426; 5800,null,pubmed_10231315,,
null,null,null,null,null,null,null,pubmed_11466657,,
FAST,bacterial culture media,null,null,null,null,Fluorescent protein emitting red-shifted light with TFAmber.,pubmed_10623331,,
null,null,null,null,null,null,null,pubmed_9541220,,
3-(6-bromoindol-3-yl)prop-2-enoate,null,671.28,967.46,0.71,null,null,pubmed_9919133,,
null,null,null,null,null,null,null,pubmed_11207024,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.5758665.v1,,
null,null,null,null,null,null,null,pubmed_9822436,,
IrisFP,pH 7.9 buffer solution,510,530,0.82,not provided,IrisFP is a tetrameric variant of EosFP with both photoconversion and photoswitching abilities.,pubmed_10748491,,
null,null,null,null,null,null,null,pubmed_9999646,,
null,null,null,null,null,null,null,pubmed_11274308,,
null,null,null,null,null,null,null,arxiv_0704.3560v2,,
null,null,null,null,null,null,null,pubmed_10964773,,
null,null,null,null,null,null,null,pubmed_10572326,,
null,null,null,null,null,null,null,pubmed_11232463,,
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-wtrg5,,
coumarin-3-carboxylic acid derivative (U5),MeOH,294,null,0.4,"29,412 L/(mol·cm)",Coumarin derivative U5 absorbs strongly in the UVB region with a quantum yield of 0.4 and high molar absorptivity.,pubmed_10471130,,
null,null,null,null,null,null,null,pubmed_10048566,,
schizostatin G,cdcl3,200,null,null,null,schizostatin g is a yellow oil with a tetrahydrofuran moiety. it showed λmax at 200 nm.,pubmed_11173764,,
null,null,null,null,null,null,null,pubmed_11314335,,
Y₂O₃-TiO₂ nanoparticles,null,290.5,580.9,0.94,2.1 × 10⁻¹² L/(mol·cm),biocompatibility studies,pubmed_10788710,,
pCT−,water,390,null,null,103 (390 nm),Chromophore pCT− in water; Strong interactions with solvent.,arxiv_2005.09776v1,,
null,null,null,null,null,null,null,pubmed_11767405,,
failed,failed,failed,failed,failed,failed,failed,pubmed_11372756,,
squaraine dye,"dichloromethane, deuterated water",null,null,null,null (absorption in free dye solution: ~625 nm),The encapsulation of squaraine dye inside SWCNTs results in a shift of absorption and emission peaks due to confinement effects.,pubmed_9202598,,
lutein,null,null,null,null,null,Lutein is a xanthophyll carotenoid found in egg yolks and protects against oxidative stress.,pubmed_11354426,,
null,null,null,null,null,null,null,pubmed_9323694,,
fucoxanthin,dichloromethane,null,null,null,null,Carotenoid pigment from brown seaweed with antioxidant properties used in extraction with dichloromethane.,pubmed_10303569,,
null,null,null,null,null,null,null,pubmed_10680179,,
null,null,null,null,null,null,null,pubmed_10363139,,
null,null,null,null,null,null,null,pubmed_9504610,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ljtxr,,
null,null,null,null,null,null,null,pubmed_11597725,,
failed,failed,failed,failed,failed,failed,failed,pubmed_10877631,,
l7,DMF,666.06,538.87,0.44,L ε450 M –1 cm –1,L7 absorbs strongly in the visible region and emits at 538.87 nm with a moderate quantum yield of 0.44.,pubmed_11734113,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6v2jn,,
null,null,null,null,null,null,null,pubmed_10231726,,
Acridine-4-yl-(4-fluorophenyl)methylidene-benzohydrazide,DMSO,395,350,0.4,6 × 10^4 L/(mol·cm),High DNA binding constant (Kb=3.18 × 10^3 M^-1); strong anticancer activity; dual Topo I/II inhibition.,pubmed_9100673,,
"triphenylamine-substituted thiophenotriazole[1,2,3]germole",THF,375,438,0.65,No data,Triazologermole derivatives exhibit D–A interactions and solvatochromic properties; potential applications in optoelectronic devices.,pubmed_11173466,,
failed,failed,failed,failed,failed,failed,failed,pubmed_9826360,,
null,null,null,null,null,null,null,pubmed_10608699,,
null,null,null,null,null,null,null,pubmed_10273319,,
null,null,null,null,null,null,null,pubmed_10289005,,
null,null,null,null,null,null,null,pubmed_11668829,,
null,null,null,null,null,null,null,arxiv_1902.05839v1,,
isoquinoline-1-carboxylic acid derivative (P4),DCM,230,null,0.2,"21,723 L/(mol·cm)",Isoquinoline derivative P4 absorbs at 230 nm with a quantum yield of 0.2 and moderate molar absorptivity.,pubmed_10471130,,
null,null,null,null,null,null,null,pubmed_10674586,,
null,null,null,null,null,null,null,pubmed_10161770,,
failed,failed,failed,failed,failed,failed,failed,pubmed_9399271,,
null,null,null,null,null,null,null,pubmed_9668811,,
null,null,null,null,null,null,null,pubmed_9470363,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.9917969.v1,,
null,null,null,null,null,null,null,pubmed_9570121,,
null,null,null,null,null,null,null,pubmed_10261702,,
null,null,null,null,null,null,null,pubmed_9377943,,
carbo[5]dehydrohelicene,cyclohexane,436,478,0.37,null (absorption not explicitly provided),Compound 2a exhibits strong absorption at 436 nm in cyclohexane with a bathochromic shift of 51 nm compared to benzo[ghi]perylene. Emission is observed at 478 nm with a quantum yield of 0.37.,pubmed_10819569,,
"1,2,3-Tri(9-anthryl)benzene",null,397,null,0.08,null (wavelength not specified),"Detailed synthesis, crystallography, UV-vis, fluorescence, and transient absorption studies of 1,2,3-tri(9-anthryl)benzene derivatives.",chemrxiv_10.26434_SLASH_chemrxiv-2021-8vhcl,,
null,null,null,null,null,null,null,pubmed_9149423,,
samarcandin,dichloromethane,null,null,null,null,Cytotoxic sesquiterpene coumarin ether from Ferula huber-morathii root extract.,pubmed_10305617,,
null,null,null,null,null,null,null,pubmed_9329955,,
null,null,null,null,null,null,null,pubmed_11295067,,
failed,failed,failed,failed,failed,failed,failed,pubmed_10386512,,
"7,16-di­phenyl­naphtho­[1,2,3,4- cde]heli­anthrene",benzene,500,null,0.18,8×10^3 (350 nm),Com­pound VII is a wide-gap insulator.,pubmed_9812223,,
e-4-methoxy-4'-nitrostilbene,chloroform,null,null,null,null,null,pubmed_9783928,,
null,null,null,null,null,null,null,pubmed_11466818,,
failed,failed,failed,failed,failed,failed,failed,pubmed_9589989,,
failed,failed,failed,failed,failed,failed,failed,pubmed_9741049,,
rotenone,null,null,null,null,null (rotational rotenone derivative),rotenone inhibits complex I and increases ROS production,pubmed_9064984,,
null,null,null,null,null,null,null,pubmed_10538089,,
null,null,null,null,null,null,null,pubmed_11212136,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cq5rz,,
null,null,null,null,null,null,null,pubmed_11007848,,
null,null,null,null,null,null,null,pubmed_9370781,,
lutein,null,400,500,0.5,null (wavelength not specified),Lutein is a retinal chromophore involved in protecting the retina from oxidative stress and blue light damage.,pubmed_9137684,,
phenolic compounds,"ethanol/water (80:20%, v/v)",null,null,null,molar absorptivity not explicitly reported,Phenolic compounds in olive pomace are characterized but their role as chromophores is not explicitly stated.,pubmed_10815396,,
"6-([1,1′:3′,1″-terphenyl]-5′-yl)-12-(4-(1,2,2-triphenylvinyl)phenyl)chrysene",null,340,369,0.78,null,TPE-C-TP exhibits aggregation-induced emission with significant quantum yield increase in film state.,pubmed_11052429,,
acetone,gas phase,null,null,null,null,Ketone used for solvent effects analysis.,chemrxiv_10.26434_SLASH_chemrxiv-2024-1vw8d,,
"1G22,00–Cl",CH 2Cl 2,null,null,null,82 (750 nm),These are metallodendrimers with multi-photon absorption properties as described in the paper.,pubmed_11168170,,
"4,4'-(but-2-ene-2,3-diyl)dianiline",THF,237.5,317.5,0.63,"ε = 1.0757 (S0 → S1), LE transition, HOMO → LUMO.",Isolated with 36% yield; fluorescence spectra provided.,chemrxiv_10.26434_SLASH_chemrxiv-2021-kkftp-v2,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.11424000.v1,,
nile red,null,null,null,0.3,1.5 × 10^8 L/(mol·cm),"The hydrophobic dye Nile Red was used for imaging hydrophobic regions in vesicles and supported bilayers, enabling super-resolution microscopy.",pubmed_10318573,,
null,null,null,null,null,null,null,pubmed_9784815,,
CO-1080,DMSO and PBS,1044,1079,0.0921,null,Chemogenic protein-seeking dye used as a chromophore in HSA@CO-1080 FPs with absorption at 1044 nm and emission at 1079 nm.,pubmed_10987503,,
null,null,null,null,null,null,null,pubmed_10861875,,
null,null,null,null,null,null,null,pubmed_10193011,,
null,null,null,null,null,null,null,pubmed_10304424,,
null,null,null,null,null,null,null,pubmed_9965855,,
null,null,null,null,null,null,null,pubmed_10287744,,
"4-(2,3,6,7-tetrahydro-1H,5H-pyrido[3,2,1-ij]quinolin-9-yl)vinyl-1-dodecylpyridin-1-ium bromide",DMSO,380,660,0.005,null,Julolidine derivative with vinyl linker.,pubmed_10535741,,
null,null,null,null,null,null,null,pubmed_9694258,,
null,null,null,null,null,null,null,pubmed_10201336,,
null,null,null,null,null,null,null,pubmed_11697080,,
acridan-based-fluorophore,aqueous-buffer-with-bsa,485,652,0.16,61000 M⁻¹cm⁻¹,Fluorogenic probes based on acridan scaffold with high turn-on ratios and efficient reactions with BCN for live-cell imaging.,pubmed_10395273,,
null,null,null,null,null,null,null,pubmed_10705398,,
null,null,null,null,null,null,null,pubmed_11238541,,
null,null,null,null,null,null,null,pubmed_9219013,,
mutant_551-575,null,null,null,null,null,Mutant 551-575 of EGFP-TRPC5 used as a biosensor with enhanced signal response.,pubmed_9121230,,
null,null,null,null,null,null,null,pubmed_11176302,,
5-ureidohydantoin,null,null,null,null,null,"Allantoin acts as an efficient metabolite in mitigating oxidative stress caused by reactive oxygen species through enhancing antioxidant defense mechanisms and the glyoxalase system. It improves plant growth, biomass, and yield under drought conditions.",pubmed_10451791,,
