iupac_name,pka_value,pka_type,functional_group,solvent,temperature,ionic_strength,method,uncertainty,additional_info,paper,"TP,TN,FP,FN",Human Notes,,
null,null,null,null,null,null,null,null,null,null,pubmed_11085219,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11059102,,,,
null,null,null,null,null,null,null,null,null,null,pubmed_11054981,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_2101.12500v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_0601004v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1712.05453v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1710.01608v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1909.00633v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_2302.11541v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_2311.07988v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1205.5585v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1505.00010v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1704.08321v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1805.10158v2,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1503.00952v3,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1702.03598v2,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1710.10472v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1809.07726v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_2001.01151v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1812.06874v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1904.04089v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_2005.11940v2,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_2407.06022v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_1501.01440v1,,,,
null,null,null,null,null,null,null,null,null,null,arxiv_2111.03141v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0b4vd,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4xbg8-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2t8hw,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t9qbd,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-16879,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9vl3w,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lkl5t-v4,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xxjr1-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-906jf-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fmck4,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nm3cj,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b1rvv-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p6rkv,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t37bp-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8kgf0,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1bwbj,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rs2v8-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hd62q,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-67z5l,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rgbcs,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qkw53,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cmtnf,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vgbxq,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-12vxr,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8d2tc,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d2wdr,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-85mkn-v3,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jnpqg,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rscrk,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-74vpv,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wbm3p,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-zdpsh-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8k7pf,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-lc7d9-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-n4c6x,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-0cbr9,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-m7wql,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p8tcp,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8tm82,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ddcr1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rh17w,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cql2m-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ds7dp,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-5sh4j,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-m9qz9,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-q6pqt-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-5rxlm,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-wbw80,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-gl2gt,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-zrm6p,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-t6q61,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-38pd0,,,,
iupac_name,null,5.18,null,null,null,597.81,null,4.82,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-2sqgf,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-q8cpx,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-9jqdm,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-m21qr,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-zvkk9,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-tmsdg-v3,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-j8b8d-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-t6kf5,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-n025t-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-mgx03,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-jv2cc,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-kwjg1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-6qjz6,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-182xm,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-0nrm1-v2,,,,
another_example_name,null,carboxylic_acid_pka,specific_functional_group_used_in_experiment,physiological_solution_at_room_temp,null,58.16,new_free_energy_calculation_method,0.3,details_of_additional_information_collected_during_study,chemrxiv_10.26434_SLASH_chemrxiv-2021-c6lrq-v3,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-vfvkd-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-1zt9k,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-b34zl,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-6jwm9,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-bjvn9,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-zcmmb-v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-vnk07,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.14778147.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.14493846.v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.14650302.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.14403188.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.13634981.v3,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.14273651.v1,,,,
ZNZN-OH,null,base,salophen,acetonitrile,25,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
ZNND-OH,null,base,salophen,acetonitrile,30,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
ZNCA-OH2,null,base,salophen,acetonitrile,25,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
ZNCA-OH,null,base,salophen,acetonitrile,25,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
ZNND-OH2,null,base,salophen,acetonitrile,30,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
ZY-OH2,null,base,salophen,acetonitrile,30,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
ZY-OH,null,base,salophen,acetonitrile,30,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
ZNZN-OH2-Water,null,base,salophen,acetonitrile,25,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
ZNZN-OH-Water,null,base,salophen,acetonitrile,25,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
ZNND-OH-Water,null,base,salophen,acetonitrile,30,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
ZNCA-OH-Water,null,base,salophen,acetonitrile,25,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
ZY-OH-Water,null,base,salophen,acetonitrile,30,None,Cyclic Voltammetry,0.04,"Electrochemical data for [Zn,M] series confirms the influence of secondary Lewis acidic metals on reduction potential.",chemrxiv_10.26434_SLASH_chemrxiv.14230406.v1,,,,
null,null,base_sensitive_acid,carboxylic acid,null,454.79,null,standard_method,1.69,radiotracer_preparation_and_isolation,chemrxiv_10.26434_SLASH_chemrxiv.14229491.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.14199443.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.14101760.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.13615853.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.13200227.v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.13469985.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.13379126.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.12745193.v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.13132814.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.13114019.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.12988364.v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.13079663.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.13043156.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.12400715.v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.12949274.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.12593489.v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.12522788.v2,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.12027009.v1,,,,
null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.11962683.v1,,,,
null,null,null,null,null,309.54,null,null,1.99,additional_info,chemrxiv_10.26434_SLASH_chemrxiv.11709057.v1,,,,
