iupac_name,smiles,inchi,pka_value,pka_type,functional_group,solvent,temperature,ionic_strength,method,uncertainty,additional_info,paper,"TP,TN,FP,FN",Human Notes,,,,,
,null,null,null,null,null,null,null,null,QM/MM simulations,null,This study did not report any experimental pKa values.,chemrxiv_10.26434_SLASH_chemrxiv-2022-kqmfc,,,,,,,
,daunorubicin,"InChI=1S/C22H24N4O7/c1-3(5)6-9-10(8)13-18(19,20)14(21,22)17(12)23(24)25/h3-8,12H,1-2H2,9-10H2,13-16H2,18-20H2,21-22H2,23-25H",2.79,acid,carboxylic acid,water,298.15,null,null,null,titration of daunorubicin against GLI-dependent luciferase reporter assay,pubmed_11095621,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-mlsds-v2,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,Mycobacterium bovis,pubmed_11250799,,,,,,,
,Sodium dodecyl sulfate,"InChI=1S/C12H25SO4Na/h1-8,10-13,15-17,19-21/t10-/m0/s1",4.6,acid,sulfate group,water,298.15,0.1M,Small-Angle Neutron Scattering (SANS),null,Pure component,pubmed_11008254,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10844061,,,,,,,
,C19H20O6,"InChI=1S/C19H20O6/c1-3-4(5)8-7-9(10)11-12(13,17)18(16)14-15(19)16/h3-10,12-13H,1-2H2",17.3,acid,OH on ring A,DMSO,298.15,null,LC-MS,null,no additional information found,pubmed_10820070,,,,,,,
(±)-rac/meso-(t-Bu)ClP-CH2CH2-PCl(t-Bu),null,[C40H78B2P2],10.78,base,diboranyl diphosphine,null,null,null,DFT,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-p08rn,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-b10lj,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,molecular dynamics simulations,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10782445,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10671173,,,,,,,
,<no value>,<no value>,null,pKa,<no value>,<no value>,null,null,<no value>,null,<no information found>,pubmed_11005042,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv.13298048.v1,,,,,,,
,<no value>,<no value>,null,oxidative addition,null,null,null,null,null,null,This paper does not provide any experimental pKa values.,pubmed_11182348,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_10970926,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-26xd8,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pH-meter titration method,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10860496,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain experimental pKa values.,pubmed_10916865,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain any experimental pKa values or related information.,pubmed_10518445,,,,,,,
compound 18,S22,S22,7.3,base,amide,water,300.15,null,NMR spectroscopy,null,no additional information found,pubmed_11095225,,,,,,,
,<no value>,<no value>,null,base pair,"2,6-diaminopurine - uracil",null,null,null,null,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv-2023-9slr1,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10709095,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no additional information found>,pubmed_10385929,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,The paper does not provide experimental pKa values for any compounds.,pubmed_11196897,,,,,,,
,<no value>,<no value>,null,pKa (not reported),null,null,null,null,null,null,This study does not report any experimental pKa values.,pubmed_11190314,,,,,,,
,<no value>,<no value>,7.45,base,amide,water,300.15,null,potentiometric titration,null,This pKa measurement was reported for dexmedetomidine as a whole compound without specifying the functional group.,pubmed_10464018,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11094575,,,,,,,
,<no value>,<no value>,null,acid,OH,null,298.15,null,NMR spectroscopy,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv-2023-c5w1x-v2,,,,,,,
,<no value>,<no value>,null,GSK-3β,Serine/threonine kinase,,298.15,null,Western blotting analysis,null,Regulation of Glycogen synthase kinase 3β,pubmed_11053771,,,,,,,
,Bacteroides_fragilis,inchikey:QWYZJHUQIVXCQI-UHFFFAOYSA-N,78.69,acid,hypothetical_protein,water,298.15,0.1M,titration,3.39,"This protein is a hypothetical protein from Bacteroides fragilis, its function remains unknown.",pubmed_11145332,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pH-dependent titration,null,null,pubmed_10761656,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,,pubmed_10710423,,,,,,,
,CIM Swiper,"inchi=InChI=1S/CH3(OH)CH((N+)(CO2H))(OC(=O)CC(=O)NC(C(F)(F)Br)=O)/c1-5(6)7-8(9,10)11\nInChIKey=KZGYQVXMSAXXSR-UHFFFAOYSA-N",9.3,weak anion exchange,monolithic chromatography monoliths,water,298.15,null,"ascending pH gradient, NaCl gradient",null,elution of mRNA and separation from DNA,pubmed_10532270,,,,,,,
2I,[N1=C2=NN=NC3=N4C5=CC6=C(I)(C7=CH2)C8=CH2)C9=CH2)C10=CH2)C11=CH2)C12],[InChI=1S/C23H26IN4/c1-23-22-21(17-16-15-14-13-12-10-9-8-7-6-5-4-3-2)19-20(18)11],null,acid,triazole,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-6s38f,,,,,,,
Urena lobata,Urena_lobata_beta-Sitosterol,Urena_lobata_beta-Sitosterol,6.59,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10680473,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,The paper does not contain any experimental pKa values.,pubmed_11203708,,,,,,,
,Fmoc-protected peptide resin,null,31.61,acid,Fmoc deprotection,null,null,null,not provided,null,This process was demonstrated at both research and production scales without any impact on product quality and when applied to a variety of challenging sequences (up to 89 amino acids in length).,pubmed_10710472,,,,,,,
,<no value>,<no value>,83.41,acid,<no value>,<no value>,736.86,<no value>,<no value>,0.46,<no additional information found>,pubmed_10650629,,,,,,,
,null,null,null,null,null,null,490.15,null,method not provided,null,additional_info not found,pubmed_10825011,,,,,,,
,<no value>,<no value>,74.72,acid,carboxylic acid,<no value>,33.72,<no value>,Western blotting,0,<no additional information>,pubmed_10901661,,,,,,,
,SMILES not provided,InChIKey not provided,8.26,base,hydroxide,water,300.15,null,Titration with base (pH-stat method),null,"This study does not report pKa values for specific compounds, but rather investigates the effect of cooling lidocaine with epinephrine on anesthetic success during endodontic treatment.",pubmed_10500213,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not provided,null,null,pubmed_11032015,,,,,,,
,<no value>,<no value>,null,acid,phenol,null,373.15,null,HPLC-MS/MS,null,<no value>,pubmed_11274633,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10711611,,,,,,,
,<no value>,<no value>,null,precursor,AlH2(NMe2),null,null,null,ALD,null,synthesized to be volatile and thermally stable precursor for AlN deposition,chemrxiv_10.26434_SLASH_chemrxiv.13129910.v3,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11148045,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pH-meter titration method,null,This study did not report any experimental pKa values or related information for compounds.,pubmed_10035731,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_11122685,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This data is not relevant to the provided paper.,pubmed_10552199,,,,,,,
,<no value>,<no value>,null,D1-dopamine receptor,,,290.15,null,Not provided,null,,pubmed_11166794,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,HPLC-MS/MS,null,null,pubmed_10987667,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2021-43rq6-v2,,,,,,,
,<no value>,<no value>,55.65,acid,heme,null,308.16,null,STD NMR,0.78,Compound identified by virtual screening and confirmed to bind Hb by STD-NMR,chemrxiv_10.26434_SLASH_chemrxiv-2024-h23vm,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-b4tsf-v2,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-9zm65,,,,,,,
,<no value>,<no value>,null,drug,null,not provided,298.15,null,Mendelian randomization analysis (MR),null,not provided,pubmed_11149542,,,,,,,
,<no value>,<no value>,15.55,acid,Wnt/β-catenin,null,373.15,null,not provided,null,not provided,pubmed_11111876,,,,,,,
diphenylethylene,C1=CC=CC=C1,InChI=1S/C8H8/c1-2-3-4-5-6-7-8/h1-8H,null,null,olefin,null,null,null,null,null,The calculated kq was not measured or reported.,chemrxiv_10.26434_SLASH_chemrxiv.13058024.v1,,,,,,,
,<no value>,<no value>,null,null,null,null,298.15,null,ab initio molecular dynamics,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv.13368692.v1,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_11011324,,,,,,,
,<no value>,<no value>,null,pKa not reported,null,null,null,null,null,null,null,pubmed_10654065,,,,,,,
Licochalcone A,Glycyrrhiza_uralensis_Licochalcone_A,Glycyrrhiza_uralensis_Licochalcone_A,6.16,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10680473,,,,,,,
,<no value>,<no value>,null,acid,thiol,null,null,null,method not specified,null,This study does not report experimental pKa values.,pubmed_11014673,,,,,,,
,<no value>,<no value>,null,GPR15,<no value>,null,null,null,<no value>,null,<no value>,pubmed_10348422,,,,,,,
,<no value>,<no value>,null,Myocardial ischemia–reperfusion injury,<no value>,<no value>,null,null,<no value>,null,<no value>,pubmed_10874037,,,,,,,
,Citrate buffer,"InChI=1S/C6H8O7/c1-3(2)5-4(9)8(10)6(11)7(12)13/h3,4,7,8,10,11H,1-2H2,(9)(12)O/",4.7,base,citrate ion,null,null,null,null,null,Molecular Dynamics and statistical improvement of rGILCC 1 and rPOXA 1B Laccases activity assay conditions supported by Molecular Dynamics,pubmed_10648076,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,"This research explores the potential of ionic liquids (ILs) in restoring paper artifacts, particularly an aged book sample. Three distinct ILs were examined for their specific consumption in conjunction with paper.",pubmed_10934194,,,,,,,
,<no value>,<no value>,null,mARC,,null,null,null,unknown (historical study),null,,pubmed_10302757,,,,,,,
,Curcumae Radix,null,89.77,acid,carboxylic acid,null,298.15,null,HPLC-UV,0.34,The pKa of carboxylic acids in the Curcumae Radix compound was measured using HPLC-UV method.,pubmed_11012788,,,,,,,
,<no value>,<no value>,null,not provided,not provided,not provided,null,not provided,not provided,null,This paper does not provide experimental pKa values or related information for compounds.,pubmed_11094157,,,,,,,
,<no value>,<no value>,null,acid,peptide bond,null,null,null,enzymatic assay,null,no information found,pubmed_10836841,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.14331056.v1,,,,,,,
,<no value>,<no value>,null,acid,<no value>,<no value>,null,null,<no value>,null,<no information found>,pubmed_11049012,,,,,,,
,<no value>,<no value>,8.69,acid,carboxylic acid,<no value>,null,null,virtual screening,null,Ensemble-based screening strategy,pubmed_10934406,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10684945,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain any relevant information for extracting pKa values.,pubmed_10531317,,,,,,,
,Caffeine,"InChI=1S/C8H10N4O2/c1-3(5)6-7(9)10(12)13-2(4)8/h3,5,7,8,10,12H,1H2,(H,13),2H3",6.5,acid,caffeine,water,298.15,0.1 M,titration,0.48,Coffee aroma and health benefits,pubmed_10867520,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,in silico,null,null,pubmed_10362296,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_11095291,,,,,,,
,<no value>,<no value>,null,unknown,unknown,<no value>,null,null,<no value>,null,<no information found>,pubmed_11149995,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no information found>,pubmed_10628026,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,No experimental pKa values found,pubmed_10650888,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_11181338,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not provided,null,not provided,pubmed_10925408,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Single-cell RNA sequencing,null,This paper does not report experimental pKa values.,pubmed_10494466,,,,,,,
,C16H20O4,"InChI=1S/C16H20O4/c1-17(15)13-11-8-6-3-1-10(19)16(14)12-9-7-4-2-1-11/h1-1,3-5,7-9,11-13,15-17H,2-6H2,8-10H3,14H4,16H5",8.4,acid,carboxylic acid,water,298.15,0.1,titration,0.05,no additional information found,pubmed_10455645,,,,,,,
,<no value>,<no value>,11.35,enzyme,null,water,298.15,null,experimental method not specified,null,"This study investigates the impact of two surfactants, sodium dodecyl sulphate (SDS) and dioctyl sulfosuccinate (DOSS), on lysozyme’s solubility, activity, and structure. The paper reports on the complexation efficiency, lipophilicity, bioactivity, secondary structure analysis using Fourier-transform infrared spectroscopy (FT-IR), and thermal resistance of lysozyme upon surfactant addition.",chemrxiv_10.26434_SLASH_chemrxiv-2024-b76v4-v2,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not provide experimental pKa values and related information for compounds.,pubmed_11044688,,,,,,,
,<no value>,<no value>,null,acid,carboxylate,null,null,null,method not provided,null,additional information not found,pubmed_10854907,,,,,,,
,<no value>,<no value>,null,binary ethosome,MLX,null,null,null,Box–Behnken,null,This research received no external funding.,pubmed_11280089,,,,,,,
,<no value>,<no value>,null,pemetrexed,non-small-cell lung cancer,null,null,null,not provided,null,This work was supported by the North Carolina Lung Cancer Initiative Research Fellow grant (A. Ivanina Foureau) and the Gayle J. and Charles C. Tallardy III Foundation (D. Foureau).,pubmed_11240499,,,,,,,
,<no value>,<no value>,null,melatonin,<no value>,<no value>,null,null,<no value>,null,<no information found>,pubmed_10547489,,,,,,,
,nonanyl chitosan,"InChI=1S/C16H29N5O13/c1-4-7(8)10-12(13)15-17(18)20(21)23(24)26(27)29(30)32(33)35(36)38(39)41(42)44(45)47(48)50-52(53)55(56)58(59)61(62)64/h1-3,5-7,9-11,13-15,17,19-21,23-25,27-29,31-33,35-37,39-41,43-45,47-49,51-53H,4-48,50H2/t12-,13+,15-,17-,19+,21-,23-,25-,27-,29-,31-,33-,35-,37-,39-,41-,43-,45-,47-,49-,51-,53-",8.6,acid,-0,water,298.15,0.00 M,titration,0.05,"This study reports the synthesis of a magnetic composite material, Fe3O4/nonanyl chitosan/activated petroleum coke (Fe3O4/N-Cs/AP-coke), for efficient removal of o-nitrophenol from water using adsorption means. The composite was characterized by FTIR, XRD, VSM, Zeta potential, XPS, SEM, and BET techniques. The adsorption capacity of the composite was optimized with respect to various parameters such as contact time, pH, o-nitrophenol concentration, adsorbent dose, and temperature. The kinetics and isotherm studies were performed to understand the adsorption mechanism.",pubmed_11196280,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain any experimental pKa values to extract.,pubmed_10931131,,,,,,,
,AQC-Ala,null,null,82.74,acid,carboxylic acid,null,null,Ultra-High-Performance Liquid Chromatography Drift Tube Ion Mobility-Mass Spectrometry Using a Chiral Core–Shell Tandem Column Approach,null,no additional information found,pubmed_10867800,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,not provided,null,This paper does not provide experimental pKa values.,pubmed_10998788,,,,,,,
,(tBuPCP)Ir(H)(Cl),"INCHIKEY=""ZVGMKXGQJUYTFD-UHFFFAOYSA-N""",6.16,acid,"Chloride ion, Ir3+ (III) complex of 1-(tertbutyl)-1H-phosphine and hydrogen",THF,298.15,0M,CV with H2 evolution suppression by water stability of iridium hydrides,4.67,Electrocatalytic Transfer Hydrogenation,chemrxiv_10.26434_SLASH_chemrxiv-2022-5r738-v2,,,,,,,
,<no value>,<no value>,null,acid,null,null,null,null,null,null,This paper does not provide experimental pKa values for any compounds.,pubmed_11097034,,,,,,,
,<no value>,<no value>,7.43,acid,hydroxyl,null,null,null,HPLC-MS/MS,null,This study demonstrates that melatonin inhibits testosterone synthesis in rooster Leydig cells by targeting miR-7481-3p and CXCL14. The exact mechanism of this process is not specified.,pubmed_10706588,,,,,,,
,C13H18N4O6,"InChI=1S/C13H18N4O6/c1-20(9)7-5-3-1-6(10,11)12(13)14(15)16(17)18(19)21(22)23(24)25(26)2/h1-10H,11H2,12H2,13H2,14H2,15H2,16H2,17H2,18H2,19H2,20H2,21H2,22H2,23H2,24H2,25H2,26H2",9.4,base',ammonium ion,DMSO,273.15,null,"pH-stat method with spectrophotometric titration using 8-hydroxypyrene-1,3,6-trisulfonic acid trisodium salt (HPTS)",0.4,This pKa value was obtained for the ammonium ion of a compound that is not specified in the paper.,pubmed_10925417,,,,,,,
