iupac_name,pka_value,solvent,temperature,functional_group,uncertainty,additional_info,paper,"TP, TN, FP, FN",Human Notes,,,,,
null,null,null,null,null,null,null,pubmed_10603774,,,,,,,
null,null,null,null,null,null,null,pubmed_10803309,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rstbz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3t2lk,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-487ch,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ffmq9,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4rn9b-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10452250,,,,,,,
null,null,null,null,null,null,null,pubmed_10957864,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v4b8f,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-f844t,,,,,,,
null,null,null,null,null,null,null,pubmed_10509274,,,,,,,
null,null,null,null,null,null,null,pubmed_11357104,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rf3dk-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ds62s-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11191115,,,,,,,
null,null,null,null,null,null,null,pubmed_10753291,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vrqzf-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7sqw0,,,,,,,
null,null,null,null,null,null,null,pubmed_10917064,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-85w9x,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-szh2c,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f8czr-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rhv09,,,,,,,
null,null,null,null,null,null,null,pubmed_10815927,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jm387,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bw02j,,,,,,,
null,null,null,null,null,null,null,pubmed_10765454,,,,,,,
null,null,null,null,null,null,null,pubmed_11133569,,,,,,,
null,null,null,null,null,null,null,pubmed_11322411,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cmgsv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zgffb,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1x288,,,,,,,
null,null,null,null,null,null,null,pubmed_11431061,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tb1z1,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1f09b-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0sk35,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mpg8m,,,,,,,
null,null,null,null,null,null,null,pubmed_10741164,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9l6jc-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_11017255,,,,,,,
null,null,null,null,null,null,null,pubmed_11049372,,,,,,,
null,null,null,null,null,null,null,pubmed_10671052,,,,,,,
null,null,null,null,null,null,null,pubmed_10513945,,,,,,,
null,null,null,null,null,null,null,pubmed_10491752,,,,,,,
null,null,null,null,null,null,null,pubmed_11283448,,,,,,,
null,null,null,null,null,null,null,pubmed_10785818,,,,,,,
null,null,null,null,null,null,null,pubmed_11057685,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t7dtf,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-85cxs-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tmr8q,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z9g39-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10945272,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-twzgh-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-cgxp1,,,,,,,
null,null,null,null,null,null,null,pubmed_10653122,,,,,,,
null,null,null,null,null,null,null,pubmed_11489259,,,,,,,
null,null,null,null,null,null,null,pubmed_11352859,,,,,,,
null,null,null,null,null,null,null,pubmed_10500074,,,,,,,
null,null,null,null,null,null,null,pubmed_10896512,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-m977f,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l32nf,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-n7xbt-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dw6bb,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x9m17-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wbj8k-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10991395,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fjfmd,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2rpfc,,,,,,,
null,null,null,null,null,null,null,pubmed_10751795,,,,,,,
null,null,null,null,null,null,null,pubmed_10855388,,,,,,,
null,null,null,null,null,null,null,pubmed_11497609,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-b7s0x-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tpdrd-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11423397,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x5ljd,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-rs6x3-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10562377,,,,,,,
null,null,null,null,null,null,null,pubmed_11211383,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-v7wbx-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11301571,,,,,,,
null,null,null,null,null,null,null,pubmed_11113254,,,,,,,
null,null,null,null,null,null,null,pubmed_11121665,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xst15,,,,,,,
null,null,null,null,null,null,null,pubmed_11082408,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zkgvx,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-58cq5,,,,,,,
null,null,null,null,null,null,null,pubmed_11484818,,,,,,,
null,null,null,null,null,null,null,pubmed_10601415,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zvtfb,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5jsc8-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-l9zmx,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4vx51,,,,,,,
null,null,null,null,null,null,null,pubmed_10902380,,,,,,,
null,null,null,null,null,null,null,pubmed_10694245,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tkqqk,,,,,,,
null,null,null,null,null,null,null,pubmed_11091227,,,,,,,
null,null,null,null,null,null,null,pubmed_10984821,,,,,,,
null,null,null,null,null,null,null,pubmed_10993026,,,,,,,
null,null,null,null,null,null,null,pubmed_10475787,,,,,,,
null,null,null,null,null,null,null,pubmed_10886209,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7v4v4,,,,,,,
null,null,null,null,null,null,null,pubmed_11174108,,,,,,,
null,null,null,null,null,null,null,pubmed_10660689,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w82q6,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4vb0m-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l3wwz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j5dcn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ws426,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3lq16,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5tbxr,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9jms2,,,,,,,
null,null,null,null,null,null,null,pubmed_11430189,,,,,,,
null,null,null,null,null,null,null,pubmed_11447915,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-55c68,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-16fgv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-32bcg,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-srmwb,,,,,,,
null,null,null,null,null,null,null,pubmed_11045265,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rwn79,,,,,,,
null,null,null,null,null,null,null,pubmed_10790756,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0q4b8-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xzl0t,,,,,,,
null,null,null,null,null,null,null,pubmed_10457766,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-csjc0,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-g4190,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jrpwm-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10965490,,,,,,,
null,null,null,null,null,null,null,pubmed_10606384,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-sj7c1,,,,,,,
null,null,null,null,null,null,null,pubmed_10502014,,,,,,,
null,null,null,null,null,null,null,pubmed_10583174,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2zb3k,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vnxns,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l0q8c,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-thnhv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dwtlh,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x1x1l,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xq3pl,,,,,,,
null,null,null,null,null,null,null,pubmed_10705345,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vj8f6,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9ql22,,,,,,,
null,null,null,null,null,null,null,pubmed_10604184,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p478k-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2jwqj,,,,,,,
null,null,null,null,null,null,null,pubmed_11291853,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gcdwh,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xjth6,,,,,,,
null,null,null,null,null,null,null,pubmed_10900483,,,,,,,
null,null,null,null,null,null,null,pubmed_11472320,,,,,,,
null,null,null,null,null,null,null,pubmed_11170668,,,,,,,
null,null,null,null,null,null,null,pubmed_11425711,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3l5bg-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10650557,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w3ld0-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6fz5j,,,,,,,
null,null,null,null,null,null,null,pubmed_11023054,,,,,,,
null,null,null,null,null,null,null,pubmed_11350741,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-sm0lj,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dvr55,,,,,,,
null,null,null,null,null,null,null,pubmed_10430646,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-c2jkx,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zvsjx-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-31bqm-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10374543,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hk4dq,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8cxlz-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pn8s7,,,,,,,
null,null,null,null,null,null,null,pubmed_10421051,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bc339,,,,,,,
null,null,null,null,null,null,null,pubmed_10869478,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wd5cr-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-k92gw,,,,,,,
null,null,null,null,null,null,null,pubmed_11124181,,,,,,,
null,null,null,null,null,null,null,pubmed_10500752,,,,,,,
null,null,null,null,null,null,null,pubmed_11024130,,,,,,,
null,null,null,null,null,null,null,pubmed_10801762,,,,,,,
null,null,null,null,null,null,null,pubmed_10907320,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9j0cm,,,,,,,
null,null,null,null,null,null,null,pubmed_10467354,,,,,,,
null,null,null,null,null,null,null,pubmed_11134878,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nqsh2-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10733900,,,,,,,
null,null,null,null,null,null,null,pubmed_10933082,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fdzkf,,,,,,,
null,null,null,null,null,null,null,pubmed_10378910,,,,,,,
null,null,null,null,null,null,null,pubmed_11169565,,,,,,,
null,null,null,null,null,null,null,pubmed_10433425,,,,,,,
null,null,null,null,null,null,null,pubmed_11373536,,,,,,,
null,null,null,null,null,null,null,pubmed_10891162,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7sm53,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pkmxm,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qcdp2,,,,,,,
null,null,null,null,null,null,null,pubmed_10705518,,,,,,,
null,null,null,null,null,null,null,pubmed_10523433,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n6bzp-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kk2j7,,,,,,,
null,null,null,null,null,null,null,pubmed_10435481,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7s0l8,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d7xbn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hxxkz,,,,,,,
null,null,null,null,null,null,null,pubmed_10576128,,,,,,,
null,null,null,null,null,null,null,pubmed_10674013,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rt2gt-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11082884,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-920w5,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-lw5k0,,,,,,,
null,null,null,null,null,null,null,pubmed_11285293,,,,,,,
null,null,null,null,null,null,null,pubmed_11135882,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-q511z,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7bzfq-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10831837,,,,,,,
null,null,null,null,null,null,null,pubmed_11275134,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-13mrc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0jxrg-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-dvf3r,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q6tf3,,,,,,,
null,null,null,null,null,null,null,pubmed_10943039,,,,,,,
null,null,null,null,null,null,null,pubmed_11422580,,,,,,,
null,null,null,null,null,null,null,pubmed_10725959,,,,,,,
null,null,null,null,null,null,null,pubmed_10791580,,,,,,,
null,null,null,null,null,null,null,pubmed_10412908,,,,,,,
null,null,null,null,null,null,null,pubmed_11015073,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l1ldz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5wrkw,,,,,,,
null,null,null,null,null,null,null,pubmed_11121169,,,,,,,
null,null,null,null,null,null,null,pubmed_11110147,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v4c91,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wwbt0,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1f3st,,,,,,,
null,null,null,null,null,null,null,pubmed_11391554,,,,,,,
null,null,null,null,null,null,null,pubmed_10651738,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kwxh3-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jt5sc,,,,,,,
null,null,null,null,null,null,null,pubmed_11042398,,,,,,,
null,null,null,null,null,null,null,pubmed_10392983,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v4jq5,,,,,,,
null,null,null,null,null,null,null,pubmed_10835708,,,,,,,
null,null,null,null,null,null,null,pubmed_11443530,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8kqnq,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sfp3b-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-shm27,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-sjqz5-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11023025,,,,,,,
null,null,null,null,null,null,null,pubmed_10951233,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nfxd0,,,,,,,
null,null,null,null,null,null,null,pubmed_10773802,,,,,,,
null,null,null,null,null,null,null,pubmed_10561975,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8vb2n-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d0fxs,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6v9hk,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5mmvj,,,,,,,
null,null,null,null,null,null,null,pubmed_10892242,,,,,,,
null,null,null,null,null,null,null,pubmed_10696559,,,,,,,
null,null,null,null,null,null,null,pubmed_10535823,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zrjth,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7zxsn,,,,,,,
null,null,null,null,null,null,null,pubmed_11165342,,,,,,,
null,null,null,null,null,null,null,pubmed_10464155,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-79nfb,,,,,,,
null,null,null,null,null,null,null,pubmed_10403930,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-srx5d,,,,,,,
null,null,null,null,null,null,null,pubmed_10426059,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j4fg9,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fcl2j,,,,,,,
null,null,null,null,null,null,null,pubmed_11340407,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-m6223-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11432102,,,,,,,
null,null,null,null,null,null,null,pubmed_10441701,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xgr3q-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10403476,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bhhkc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vk9gh,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pxb4f,,,,,,,
null,null,null,null,null,null,null,pubmed_11311370,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hp230,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gvfb3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cnqbr-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wzr9s,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-13w9r,,,,,,,
null,null,null,null,null,null,null,pubmed_10529712,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kzf8v,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1dchd,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rj57r,,,,,,,
