iupac_name,pka_value,solvent,temperature,functional_group,uncertainty,additional_info,paper,f1,Notes,rand
"3,3'-((5-methylfuran-2-yl)methylene)bis(1H-indole)",null,aqueous gluconic acid solution,353.15,null,null,"The synthesis of 3,3'-((5-methylfuran-2-yl)methylene)bis(1H-indole) (compound 1b) was optimized using gluconic acid aqueous solution (GAAS) as a catalyst at 80°C.",pubmed_11228940,,,0.7777586989
null,null,null,null,null,null,null,pubmed_11242515,,,0.2267155838
poly(vinyl ether),null,trifluoromethanol,288.15,ether functional group,0.5,catalytic polymerization,pubmed_11638848,,,0.6646196409
null,null,null,null,null,null,null,pubmed_10920779,,,0.2383602785
lewis lung carcinoma cell line (LL/2-Luc2),77.85,no solvent mentioned,300,loss of function mutation in Timp2 gene,null,TIMP2 treatment reduces primary tumor growth and metastasis.,pubmed_11846589,,,0.025496637
curcumin,93.45,ethanol,298.15,flavonoid,null,"Curcumin exhibits anti-cancer properties through multiple mechanisms including NF-κB inhibition, downregulation of cyclin D1, etc.",pubmed_11411841,,,0.7879851912
null,null,null,null,null,null,null,pubmed_11675246,,,0.9458933084
null,null,null,null,null,null,null,pubmed_11542183,,,0.9492021538
null,null,null,null,null,null,null,pubmed_11123412,,,0.7964111173
null,null,null,null,null,null,null,pubmed_11144540,,,0.5429941895
null,null,null,null,null,null,null,pubmed_11444613,,,0.9370441451
null,null,null,null,null,null,null,pubmed_11626057,,,0.1666030961
null,null,null,null,null,null,null,pubmed_10932417,,,0.2269351606
null,null,null,null,null,null,null,pubmed_11186341,,,0.1670269838
null,null,null,null,null,null,null,pubmed_10931804,,,0.9119856467
null,null,null,null,null,null,null,pubmed_10976570,,,0.5004815082
null,null,null,null,null,null,null,pubmed_11369385,,,0.5659301286
curcumin I diketone,7.1,water,571.15,phenolic hydroxyl group,null,Computed using DFT methods at 298 K.,pubmed_11843644,,,0.5150382724
doxycycline,8,ACN,null,hydroxyl group,null,null,pubmed_11397658,,,0.2011866018
null,null,null,null,null,null,null,pubmed_11559620,,,0.999415311
hell’s gate globin-i,5.5,null,293,hexacoordinate to pentacoordinate transition,null,pH-dependent coordination change in heme iron,pubmed_11203436,,,0.0657244208
null,null,null,null,null,null,null,pubmed_11615228,,,0.5567741652
null,null,null,null,null,null,null,pubmed_11156761,,,0.8298333033
null,null,null,null,null,null,null,pubmed_10966194,,,0.8978156245
null,null,null,null,null,null,null,pubmed_11844927,,,0.4279673551
null,null,null,null,null,null,null,pubmed_11398418,,,0.4090148665
null,null,null,null,null,null,null,pubmed_11611262,,,0.6453284912
null,null,null,null,null,null,null,pubmed_11179362,,,0.1131245445
o-cresolphthalein complexone,null,"methanol,DMSO",298.15,null,null,UV-Vis spectrophotometric method using o-cresolphthalein complexone as an indicator with buffer pH 7.5 and optimal wavelength around 572 nm for calcium and 568 nm for magnesium,pubmed_11638374,,,0.0812124959
null,null,null,null,null,null,null,pubmed_11000399,,,0.2813296877
null,null,null,null,null,null,null,pubmed_11088445,,,0.2423329514
null,null,null,null,null,null,null,pubmed_11897370,,,0.0835972587
failed,failed,failed,failed,failed,failed,failed,pubmed_11588087,,,0.423352625
null,null,null,null,null,null,null,pubmed_11348493,,,0.4293628831
null,null,null,null,null,null,null,pubmed_11395698,,,0.1693405237
marennine,null,null,null,null,null,"UV–visible spectrometry, Raman spectrometry, infrared spectrometry, nuclear magnetic resonance, energy-dispersive X-ray spectroscopy, and cyclic voltammetry",pubmed_11596562,,,0.2231113994
tetrakis(4-sulfonatophenyl)porphyrin (TPPS 4),4.9,water,571.15,sulfonic acid,null,interaction at neutral and mild acidic pH affects charge and binding with graphene quantum dots,pubmed_11085775,,,0.5578948676
null,null,null,null,null,null,null,pubmed_11384011,,,0.2262257903
null,null,null,null,null,null,null,pubmed_11352758,,,0.1794645847
null,null,null,null,null,null,null,pubmed_10882738,,,0.3848725918
null,null,null,null,null,null,null,pubmed_11325435,,,0.475733507
null,null,null,null,null,null,null,pubmed_11536680,,,0.9892600169
failed,failed,failed,failed,failed,failed,failed,pubmed_11354349,,,0.7181634025
PKA,null,HEK cell culture medium,null,Protein kinase A,null,Enhanced PKA translocation reporter (ePKA-KTR1.2/tdTomato),pubmed_11475874,,,0.2701942991
null,null,null,null,null,null,null,pubmed_10910844,,,0.1685534019
null,null,null,null,null,null,null,pubmed_10955294,,,0.8903505912
null,null,null,null,null,null,null,pubmed_11870265,,,0.5083295999
null,null,null,null,null,null,null,pubmed_11286901,,,0.5701926155
null,null,null,null,null,null,null,pubmed_11893101,,,0.3978130741
Poly(acrylamide-co-acrylic acid),null,water,298.15,"acrylamide, acrylic acid",null,Gold recovery from industrial wastewater containing mixed metal ions.,pubmed_11647882,,,0.6848547868
null,null,null,null,null,null,null,pubmed_11021015,,,0.8386936344
ibuprofen,10.5,aqueous,298.15,carboxylic acid and aromatic ring,null,pharmaceutical degradation using catalytic ozonation at 150 μM ozone dose with CeTiOₓ catalyst.,pubmed_11547524,,,0.5001095822
null,null,null,null,null,null,null,pubmed_11283500,,,0.8669791839
hexavalent chromium,null,null,298.15,null,null,null,pubmed_11124142,,,0.8312001422
null,null,null,null,null,null,null,pubmed_11445660,,,0.3153622139
null,null,null,null,null,null,null,pubmed_10809792,,,0.1481859523
null,null,null,null,null,null,null,pubmed_11660484,,,0.287855613
null,null,null,null,null,null,null,pubmed_11177604,,,0.9068482914
null,null,null,null,null,null,null,pubmed_10898161,,,0.0213273752
null,null,null,null,null,null,null,pubmed_11207739,,,0.2416483264
null,null,null,null,null,null,null,pubmed_11329658,,,0.7588442592
null,null,null,null,null,null,null,pubmed_11354546,,,0.4751846774
null,null,null,null,null,null,null,pubmed_11428173,,,0.0678864061
null,null,null,null,null,null,null,pubmed_11143881,,,0.8678337205
null,null,null,null,null,null,null,pubmed_11433883,,,0.6257620354
null,null,null,null,null,null,null,pubmed_11435132,,,0.9996118182
null,null,"acetonitrile, chloroform",298.15,null,null,"The study discusses the preparation and characterization of sertraline-methylpropyphenazone (SER-MP) prodrug, its metabolic fate, and pharmacokinetic parameters in rat models using LC-MS/MS analysis.",pubmed_11773334,,,0.5434518999
null,null,null,null,null,null,null,pubmed_11317441,,,0.7420882108
null,null,null,null,null,null,null,pubmed_11789277,,,0.2450602616
null,null,null,null,null,null,null,pubmed_11732297,,,0.1878565117
null,null,null,null,null,null,null,pubmed_11544535,,,0.1872130202
null,null,null,null,null,null,null,pubmed_11116250,,,0.5426503262
null,null,null,null,null,null,null,pubmed_11695631,,,0.7787282893
null,null,null,null,null,null,null,pubmed_11862204,,,0.6009969793
Teneligliptin,7.5,DPP-4 inhibitor,298.15,small-molecule,null,mild antinociceptive effects,pubmed_11869436,,,0.9162525001
null,null,null,null,null,null,null,pubmed_11796325,,,0.5937544059
null,null,null,null,null,null,null,pubmed_10820516,,,0.582159363
tetracycline,null,"acetonitrile, methanol, oxalic acid",null,null,null,null,pubmed_11698588,,,0.3196544775
null,null,null,null,null,null,null,pubmed_10828811,,,0.1687431885
null,null,null,null,null,null,null,pubmed_11172423,,,0.118304674
null,null,null,null,null,null,null,pubmed_11127537,,,0.3998074755
null,null,null,null,null,null,null,pubmed_10910031,,,0.7805440305
null,null,null,null,null,null,null,pubmed_10892821,,,0.0541757785
Human alpha-1-acid glycoprotein,null,"25 mM sodium phosphate buffer, 0.05% Tween 20, 10% DMSO",298.15,null,null,Enzymatic desialylation of native human AAG was performed using Immobilized SialEXO® Microspin column to prepare desialylated AAG.,pubmed_10893521,,,0.8350476429
null,null,null,null,null,null,null,pubmed_11077489,,,0.8602758138
null,null,null,null,null,null,null,pubmed_11572014,,,0.6622684191
hydroxytyrosol,null,"1,4-dioxane:water = 99:1 v/v",298.15,phenol,null,"Reaction of hydroxytyrosol with DPPH• in a 1,4-dioxane:water mixture.",pubmed_11203655,,,0.8331441821
null,null,null,null,null,null,null,pubmed_11476658,,,0.062684952
null,null,null,null,null,null,null,pubmed_11678576,,,0.4476804051
null,null,null,null,null,null,null,pubmed_10889403,,,0.6640568734
null,null,null,null,null,null,null,pubmed_11417965,,,0.5259723389
null,null,null,null,null,null,null,pubmed_10923206,,,0.0380675879
null,null,null,null,null,null,null,pubmed_10821942,,,0.0944295654
null,null,null,null,null,null,null,pubmed_11604088,,,0.5939030596
null,null,null,null,null,null,null,pubmed_11064662,,,0.5563734202
null,null,null,null,null,null,null,pubmed_11605122,,,0.6361016184
null,null,null,null,null,null,null,pubmed_10982641,,,0.1223551549
null,null,null,null,null,null,null,pubmed_10824725,,,0.7434921712
Fc-C8-AmD 8A,5,null,298.15,amine,null,"The compounds have tertiary and primary amines with pKa around 5 and 9 respectively, inferred from pH titration results.",pubmed_11280363,,,0.586927586
null,null,null,null,null,null,null,pubmed_11276987,,,0.8815345233
Dai-Zong-Fang,null,null,298.15,null,null,Dai-Zong-Fang was used as a solution in the study.,pubmed_10847264,,,0.8263690171
null,null,null,null,null,null,null,pubmed_11351224,,,0.6140705806
null,null,null,null,null,null,null,pubmed_11820585,,,0.5613471488
(curcuma longa extract,45.67,ethanol',310,’polyphenol’,null,Curcuma has been shown to inhibit cancer cell proliferation and induce apoptosis.),pubmed_11411841,,,0.6012662614
null,null,null,null,null,null,null,pubmed_11736120,,,0.6972378052
null,null,null,null,null,null,null,pubmed_11109191,,,0.9908945002
null,null,null,null,null,null,null,pubmed_11210206,,,0.7594120107
wild-type SARS-CoV-2 Spike Protein,8.7,null,null,Ionizable groups (amino and carboxylic),0.15,Computation of local electrostatic potential using molecular dynamics and electrostatics software; pKa shifts upon point mutations,pubmed_10889838,,,0.0248901476
null,null,null,null,null,null,null,pubmed_11125313,,,0.7472987557
null,null,null,null,null,null,null,pubmed_11861605,,,0.1731553304
null,null,null,null,null,null,null,pubmed_10995029,,,0.3484707554
failed,failed,failed,failed,failed,failed,failed,pubmed_11638902,,,0.8397573305
null,null,null,null,null,null,null,pubmed_10473668,,,0.2190900836
null,null,null,null,null,null,null,pubmed_11423186,,,0.4904703191
null,null,null,null,null,null,null,pubmed_11322925,,,0.9493236558
null,null,null,null,null,null,null,pubmed_11721834,,,0.2606388298
null,null,null,null,null,null,null,pubmed_11752056,,,0.4020958324
naproxen,null,null,298.15,null,null,null,pubmed_11174131,,,0.1184648059
deacetylfusarochromene,null,HPLC-grade solvents (Sigma-Aldrich),null,null,null,null,pubmed_11509758,,,0.6215667308
null,null,"HCM medium (CC‐3198, Lonza)",null,null,0,Primary porcine hepatocytes (PPHs) were isolated and cultured in vitro using HCM medium.,pubmed_11882756,,,0.9434696457
null,null,null,null,null,null,null,pubmed_10781085,,,0.4975479378
null,null,null,null,null,null,null,pubmed_10791694,,,0.6036332326
null,null,null,null,null,null,null,pubmed_11762871,,,0.1233120244
null,null,null,null,null,null,null,pubmed_11396334,,,0.2297443477
null,null,null,null,null,null,null,pubmed_11127949,,,0.4630204816
SFA,55.11,HPLC-MS,310.15,fatty acid,0.04,Saturated fatty acids increase in NAFLD and correlate with disease severity.,pubmed_11855544,,,0.6086861372
null,null,null,null,null,null,null,pubmed_11756396,,,0.9575246724
null,null,null,null,null,null,null,pubmed_11551080,,,0.8145793735
null,null,null,null,null,null,null,pubmed_11771645,,,0.711177398
null,null,null,null,null,null,null,pubmed_11722523,,,0.2657597687
failed,failed,failed,failed,failed,failed,failed,pubmed_11720126,,,0.4525173884
null,null,null,null,null,null,null,pubmed_10970946,,,0.9202140209
null,null,null,null,null,null,null,pubmed_11729473,,,0.7412878086
null,null,null,null,null,null,null,pubmed_10897367,,,0.0309566511
null,null,null,null,null,null,null,pubmed_11394983,,,0.6902561751
null,null,null,null,null,null,null,pubmed_11228990,,,0.4303833803
null,null,null,null,null,null,null,pubmed_11695708,,,0.1461070022
null,null,null,null,null,null,null,pubmed_10924031,,,0.8971371609
null,null,null,null,null,null,null,pubmed_11049971,,,0.545525623
null,null,null,null,null,null,null,pubmed_11411305,,,0.501276975
null,null,null,null,null,null,null,pubmed_11897004,,,0.3250733549
null,null,null,null,null,null,null,pubmed_11544815,,,0.2378387363
null,null,null,null,null,null,null,pubmed_11272695,,,0.9909555393
null,null,null,null,null,null,null,pubmed_11134681,,,0.3608065373
null,null,null,null,null,null,null,pubmed_11869295,,,0.6902918699
ciprofloxacin,6.1,null,298.15,carboxyl group (pKa = 6.1),null,Additional information about the synthesis of CuNPs and their effects on ciprofloxacin removal efficiency.,pubmed_11053963,,,0.0214600684
null,null,null,null,null,null,null,pubmed_11242600,,,0.1407224387
null,null,null,null,null,null,null,pubmed_11722423,,,0.7806096263
null,null,null,null,null,null,null,pubmed_11398383,,,0.1504272812
null,null,null,null,null,null,null,pubmed_11429792,,,0.1447940946
null,null,null,null,null,null,null,pubmed_11782553,,,0.6580145508
null,null,null,null,null,null,null,pubmed_11208445,,,0.9153783775
null,null,null,null,null,null,null,pubmed_11682083,,,0.7879352786
failed,failed,failed,failed,failed,failed,failed,pubmed_11892679,,,0.6323204769
null,null,null,null,null,null,null,pubmed_10838077,,,0.6263421015
null,null,null,null,null,null,null,pubmed_11896411,,,0.968527576
null,null,null,null,null,null,null,pubmed_11062634,,,0.9663120883
null,null,null,null,null,null,null,pubmed_11186242,,,0.2866019644
null,null,null,null,null,null,null,pubmed_11711686,,,0.7458859778
null,null,null,null,null,null,null,pubmed_11837750,,,0.7158975883
null,null,null,null,null,null,null,pubmed_11547949,,,0.1342551317
null,null,null,null,null,null,null,pubmed_11809557,,,0.5836027479
null,null,null,null,null,null,null,pubmed_11137767,,,0.1626784538
null,null,null,null,null,null,null,pubmed_11169405,,,0.7712297197
mcl1,null,cell culture medium,25,anti-apoptotic protein,null,breast cancer cells treated with various chemotherapeutic agents and inhibitors,pubmed_11728981,,,0.5689415762
null,null,vesicle buffer,298.15,null,null,Proton transport assay using GUVs and pH-sensitive dye pyranine,pubmed_11428277,,,0.4680966123
null,null,null,null,null,null,null,pubmed_11528240,,,0.593505692
null,null,null,null,null,null,null,pubmed_11837654,,,0.296759041
null,null,null,null,null,null,null,pubmed_11496186,,,0.8221468988
null,null,null,null,null,null,null,pubmed_10855688,,,0.5195557452
Acrylic Acid,4.25,water,null,carboxylic acid,null,The pKa of Acrylic Acid is 4.25 and it is used in the acrylation reaction.,pubmed_11358965,,,0.287695643
null,null,null,null,null,null,null,pubmed_11326354,,,0.9930811073
null,null,null,null,null,null,null,pubmed_11360468,,,0.9122804846
null,null,null,null,null,null,null,pubmed_11013248,,,0.7820333303
Activity-regulated cytoskeleton-associated protein (Arc),null,null,null,null,null,null,pubmed_10815921,,,0.1818649161
null,null,null,null,null,null,null,pubmed_11653247,,,0.366837129
null,null,null,null,null,null,null,pubmed_11127239,,,0.6593857033
null,null,null,null,null,null,null,pubmed_11323498,,,0.1801880624
null,null,null,null,null,null,null,pubmed_11304038,,,0.2487421564
fentomycin,85.82,dimethylformamide (DMF),300.65,amphiphilic group,2.5,lipolysis-targeting chimera (LIPTAC),pubmed_11042398,,,0.4220390371
null,null,null,null,null,null,null,pubmed_10891618,,,0.1553426853
null,null,null,null,null,null,null,pubmed_10859900,,,0.0267665689
null,null,null,null,null,null,null,pubmed_11513603,,,0.2214091292
