iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
magnesium carbonate,null,null,null,null,null,null,"Na 2Mg(CO 3) 2 acts as a nucleation seed for MgCO 3 formation, significantly enhancing CO 2 uptake kinetics.",pubmed_11672151
null,null,null,null,null,null,null,null,pubmed_11665485
lumbrokinase,null,null,null,null,null,null,Lumbrokinase (LK) is a fibrinolytic enzyme with applications in amyloid degradation and thrombolytic therapy.,pubmed_11661804
serratiopeptidase,null,null,null,null,null,null,Serratiopeptidase (SP) is an alkaline serine protease used for anti-inflammatory and fibrinolytic activities.,pubmed_11661804
keratinase,null,null,null,null,null,null,"Keratinase (KER) degrades prion proteins and amyloid-beta, showing potential in treating neurodegenerative diseases.",pubmed_11661804
Nattokinase,null,null,null,null,null,null,"Nattokinase (NK) exhibits fibrinolytic activity and anti-inflammatory effects, useful in cardiovascular disease treatment.",pubmed_11661804
Ceramide,null,null,null,null,null,null,Ceramide derivative used as BRET acceptor with Nile Red labeling for studying lipid transfer by CERT protein in cell-based assay,pubmed_11656131
null,null,null,null,null,null,null,null,pubmed_11653246
null,null,null,null,null,null,null,null,pubmed_11653163
null,null,null,null,null,null,null,null,pubmed_11648248
null,null,null,null,null,null,null,null,pubmed_11647128
null,null,null,null,null,null,null,null,pubmed_11635778
null,null,null,null,null,null,null,null,pubmed_11625157
null,null,null,null,null,null,null,null,pubmed_11625152
null,null,null,null,null,null,null,null,pubmed_11617934
null,null,null,null,null,null,null,null,pubmed_11616517
Bi nanoparticles,"sodium oleate (NaOl), water",280.0,null,null,null,null,Use of LEDs with different wavelengths and hole scavengers like isopropanol; interband transitions contribute to photocatalysis mechanism.,pubmed_11613560
MEH-PPV,null,557.0,557.0,0.1713,null,1.0,MEH-PPV embedded in PC matrix exhibits reduced aggregation and higher PL efficiency due to minimal ACQ effects.,pubmed_11603877
P3HT-rr,null,645.0,720.0,0.02,null,100.0,"P3HT-rr maintains stable emission due to efficient energy transfer from amorphous chains to crystalline aggregates, with PL intensity increasing in softer matrices.",pubmed_11603877
monoethanolamine,monoethanolamine,null,null,null,null,null,null,pubmed_11603766
null,null,null,null,null,null,null,null,pubmed_11603763
null,null,null,null,null,null,null,null,pubmed_11598786
null,null,null,null,null,null,null,null,pubmed_11598656
null,null,null,null,null,null,null,null,pubmed_11598575
2-mercaptopyridine-copper nanoparticles,PBS buffer,200.0,525.0,null,null,null,Significant Stokes shift of 325 nm; fluorescence emission at 525 nm with excitation at 200 nm.,pubmed_11598406
celosia argenteavar. plumosa,murashige and skoog medium,535.0,615.0,null,null,null,established friable callus and cell suspension cultures from c. argenteavar. plumosa; optimized betalain production conditions using response surface methodology,pubmed_11598122
null,null,null,null,null,null,null,null,pubmed_11598043
null,null,null,null,null,null,null,null,pubmed_11598041
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11596268
null,null,null,null,null,null,null,null,pubmed_11591687
null,null,null,null,null,null,null,null,pubmed_11591063
null,null,null,null,null,null,null,null,pubmed_11588014
null,null,null,null,null,null,null,null,pubmed_11579141
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11569220
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11569217
null,null,null,null,null,null,null,null,pubmed_11569209
null,null,null,null,null,null,null,null,pubmed_11569206
null,null,null,null,null,null,null,null,pubmed_11569197
null,null,null,null,null,null,null,null,pubmed_11569168
null,null,null,null,null,null,null,null,pubmed_11569156
null,null,null,null,null,null,null,null,pubmed_11569009
null,null,null,null,null,null,null,null,pubmed_11568366
null,null,null,null,null,null,null,null,pubmed_11863150
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11815959
null,null,null,null,null,null,null,null,pubmed_11744130
null,null,null,null,null,null,null,null,pubmed_11707559
CsPbBr3,hexane,null,519.0,0.56,null,1000.0,"CsPbBr3 nanocrystals synthesized via ligand-assisted ultrasonication, monodisperse colloidal solution with ~15 nm size and emission at 519 nm.",pubmed_11681301
null,null,null,null,null,null,null,null,pubmed_11660232
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11660224
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11660215
solvent,null,550.0,700.0,null,null,null,No solvent information provided in the paper.,pubmed_11655427
methylene blue,null,null,null,null,null,null,common dye used for testing photodegradation and spectroscopic measurements,pubmed_11637778
null,null,null,null,null,null,null,null,pubmed_11630826
null,null,null,null,null,null,null,null,pubmed_11629266
null,null,null,null,null,null,null,null,pubmed_11625279
PIBMA-F SON,PBS,null,null,null,null,null,"Fluorinated polymer probe with sulfoxide and carboxylate groups, superhydrophilic, high fluorine content (~17 wt %), T2 of 422 ms",pubmed_11620481
PIBMA OAm-F SON-RGD,PBS,null,null,null,null,null,"Fluorinated polymer probe with sulfoxide and carboxylate groups, conjugated with RGD peptide for targeting, NIR dye functionalization, T2 of 437 ms",pubmed_11620481
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11618588
null,null,null,null,null,null,null,null,pubmed_11617928
null,null,null,null,null,null,null,null,pubmed_11617240
null,null,null,null,null,null,null,null,pubmed_11615948
null,null,null,null,null,null,null,null,pubmed_11615846
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11615844
null,null,null,null,null,null,null,null,pubmed_11613664
null,null,null,null,null,null,null,null,pubmed_11609534
null,null,null,null,null,null,null,null,pubmed_11609466
null,null,null,null,null,null,null,null,pubmed_11604631
null,null,null,null,null,null,null,null,pubmed_11604604
null,null,null,null,null,null,null,null,pubmed_11604456
null,null,null,null,null,null,null,null,pubmed_11603609
null,null,null,null,null,null,null,null,pubmed_11603244
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11603220
null,null,null,null,null,null,null,null,pubmed_11603205
null,null,null,null,null,null,null,null,pubmed_11603202
null,null,null,null,null,null,null,null,pubmed_11603201
null,null,null,null,null,null,null,null,pubmed_11598422
null,null,null,null,null,null,null,null,pubmed_11598368
null,null,null,null,null,null,null,null,pubmed_11598089
Corema album,water,null,null,null,null,null,"Corema album (C. albumberries) is an edible fruit from the Iberian Atlantic coast known for its rich polyphenolic composition and neuroprotective properties. It has been traditionally used in medicine and as a food additive, with recent studies highlighting its antioxidant capacity and ability to inhibit key enzymes associated with neurodegenerative diseases such as Parkinson's and Alzheimer's.",pubmed_11597836
null,null,null,null,null,null,null,null,pubmed_11597745
null,null,null,null,null,null,null,null,pubmed_11597559
null,null,null,null,null,null,null,null,pubmed_11597312
null,null,null,null,null,null,null,null,pubmed_11596860
wulfenite,aqueous Na2S solution,null,null,null,null,null,"The study investigates the sulfidization mechanism of wulfenite with aqueous sodium sulfide solution, leading to the formation of PbS precipitate.",pubmed_11596832
Spirulina,null,null,null,null,null,null,"The paper does not provide detailed photophysical data such as absorption, emission wavelengths, quantum yield, molar absorptivity, or lifetimes.",pubmed_11596570
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11595964
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11595946
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11595631
null,null,null,null,null,null,null,null,pubmed_11595577
null,null,null,null,null,null,null,null,pubmed_11595450
null,null,null,null,null,null,null,null,pubmed_11595372
null,null,null,null,null,null,null,null,pubmed_11595370
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11595235
null,null,null,null,null,null,null,null,pubmed_11594999
null,null,null,null,null,null,null,null,pubmed_11594749
melanin,null,787.0,null,null,null,null,Melanin is a key fluorophore used in near-infrared autofluorescence (NIA) measurements for retinal imaging.,pubmed_11594703
null,null,null,null,null,null,null,null,pubmed_11594276
houttuynia cordata thunb.,"ethanol, dichloromethane",null,null,null,null,null,"anti-cancer effects, modulation of xenobiotic enzymes, inhibition of cell proliferation",pubmed_11594090
kallikrein-related peptidase 6,null,null,null,null,null,null,Kallikrein-related peptidase 6 is a small molecule involved in colorectal tumorigenesis and can be used as a biomarker for early detection of colon adenomas.,pubmed_11592602
null,null,null,null,null,null,null,null,pubmed_11592528
null,null,null,null,null,null,null,null,pubmed_11591266
Pyrocystis lunula,null,null,null,null,null,null,"The study investigates the photoadaptation mechanism of Pyrocystis lunula through chloroplast contraction under strong light conditions, reducing photodamage and optimizing light transmission.",pubmed_11588079
null,null,null,null,null,null,null,null,pubmed_11588050
null,null,null,null,null,null,null,null,pubmed_11586948
null,null,null,null,null,null,null,null,pubmed_11580572
null,null,null,null,null,null,null,null,pubmed_11576572
null,null,null,null,null,null,null,null,pubmed_11568336
null,null,null,null,null,null,null,null,pubmed_11568331
null,null,null,null,null,null,null,null,pubmed_11568305
null,null,null,null,null,null,null,null,pubmed_11568299
null,null,null,null,null,null,null,null,pubmed_11568296
CeO 2,null,null,null,null,null,null,"Ce-doped ZnO with Au decorations for photocatalytic oxidative coupling of methane, achieving high C2H6 yield and durability",pubmed_11568292
null,null,null,null,null,null,null,null,pubmed_11568268
null,null,null,null,null,null,null,null,pubmed_11568267
null,null,null,null,null,null,null,null,pubmed_11568255
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11568242
null,null,null,null,null,null,null,null,pubmed_11568225
null,null,null,null,null,null,null,null,pubmed_11568210
null,null,null,null,null,null,null,null,pubmed_11568187
null,null,null,null,null,null,null,null,pubmed_11568162
null,null,null,null,null,null,null,null,pubmed_11568134
null,null,null,null,null,null,null,null,pubmed_11567594
null,null,null,null,null,null,null,null,pubmed_11567542
null,null,null,null,null,null,null,null,pubmed_11567527
null,null,null,null,null,null,null,null,pubmed_11566992
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11566612
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11566504
null,null,null,null,null,null,null,null,pubmed_11566260
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11566259
Malachite Green,deionized water,617.0,null,null,null,null,Malachite Green is a common name for a dye used in the study; it was not provided with a valid IUPAC name in the paper.,pubmed_11565276
null,null,null,null,null,null,null,null,pubmed_11565076
null,null,null,null,null,null,null,null,pubmed_11564595
null,null,null,null,null,null,null,null,pubmed_11563932
triformylphloroglucinol,null,700.0,460.0,null,null,1.15,"The COF-Naph-Tp framework was synthesized under solvothermal conditions with triformylphloroglucinol and 1,4-diaminonaphtalene as building blocks.",pubmed_11874682
"1,4-diaminonaphtalene",null,700.0,487.0,null,null,1.23,"The COF-IsoQ-Tp framework was synthesized under solvothermal conditions with triformylphloroglucinol and 5,8-diaminoisoquinoline as building blocks.",pubmed_11874682
null,null,null,null,null,null,null,null,pubmed_11741158
IDR from RNA-binding protein,Tris buffer with KCl,null,null,null,null,null,Single-molecule FRET and SAXS measurements,pubmed_11672150
Another IDR sequence,KH2PO4 buffer,null,null,null,null,null,Protein disordered region analysis,pubmed_11672150
null,null,null,null,null,null,null,null,pubmed_11664904
Acer saccharinum,null,null,null,null,null,null,Urban tree species studied for physiological responses to temperature.,pubmed_11647596
Celtis occidentalis,null,null,null,null,null,null,Urban tree species studied for physiological responses to temperature.,pubmed_11647596
Gleditsia triacanthos,null,null,null,null,null,null,Urban tree species studied for physiological responses to temperature.,pubmed_11647596
Quercus macrocarpa,null,null,null,null,null,null,Urban tree species studied for physiological responses to temperature.,pubmed_11647596
Quercus rubra,null,null,null,null,null,null,Urban tree species studied for physiological responses to temperature.,pubmed_11647596
Tilia cordata,null,null,null,null,null,null,Urban tree species studied for physiological responses to temperature.,pubmed_11647596
null,null,null,null,null,null,null,null,pubmed_11629072
InAlN,null,null,null,null,null,null,InAlN is a promising chromophore for photovoltaic applications with high quantum yield potential but requires optimization.,pubmed_11625129
null,null,null,null,null,null,null,null,pubmed_11624227
null,null,null,null,null,null,null,null,pubmed_11617677
null,null,null,null,null,null,null,null,pubmed_11616555
null,null,null,null,null,null,null,null,pubmed_11615922
"1,8-naphthalimide",water,447.0,540.0,0.093,null,6.0,Radicals quench fluorescence; phenylhydrazine used for reduction,pubmed_11615848
null,null,null,null,null,null,null,null,pubmed_11615584
null,null,null,null,null,null,null,null,pubmed_11613632
9-(diethylamino)-5 H-benzo[ a]phenoxazin-5-one,n-hexane,480.0,618.0,0.48,null,3.9,Nile Red’s fluorescence originates from a single excited state with significant intramolecular charge-transfer (ICT) character.,pubmed_11613612
Sr2GaO3CuSe,null,680.0,null,null,null,null,Layered oxychalcogenide with p-type conductivity,pubmed_11603606
Sr2ScO3CuS,null,700.0,null,null,null,null,Layered oxychalcogenide with p-type conductivity,pubmed_11603606
Sr2InO3CuS,null,750.0,null,null,null,null,Layered oxychalcogenide with p-type conductivity,pubmed_11603606
null,null,null,null,null,null,null,null,pubmed_11602518
null,null,null,null,null,null,null,null,pubmed_11602332
null,null,null,null,null,null,null,null,pubmed_11601290
null,null,null,null,null,null,null,null,pubmed_11598544
null,null,null,null,null,null,null,null,pubmed_11598244
