mof_name,metal_center,organic_linker,crystal_system,space_group,surface_area,pore_volume,pore_size,synthesis_method,thermal_stability,chemical_stability,applications,topology_code,additional_properties,paper,TP/TN/FP/FN,Notes,rand
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11082250,,,0.9374744627
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-9crwq-v2,,,0.1131213778
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-w3x36,,,0.8977366325
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t29k7,,,0.1552587573
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10421090,,,0.1471890141
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-44qm1-v2,,,0.2886059794
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-461m4-v2,,,0.5524625021
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10864976,,,0.6375033297
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11314464,,,0.9301428602
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fjk22-v2,,,0.8611427792
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11069550,,,0.3701054114
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-h9tvm-v3,,,0.6436262659
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fpf1n,,,0.0069917734
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8s8zw,,,0.4329696507
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1lprg,,,0.7082402175
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10710274,,,0.6696387555
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10899147,,,0.6993798732
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10874420,,,0.2345874361
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11218651,,,0.4165350851
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wrgnr,,,0.5542144603
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11241725,,,0.3608857829
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10792202,,,0.4174367182
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11243828,,,0.1946561923
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2402.00575v1,,,0.5979848995
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9f4xc-v2,,,0.9488817744
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6b4h0,,,0.8922169986
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-8bxs3,,,0.1262282003
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-8f5zr,,,0.1282404975
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tk50j-v2,,,0.064432242
rhodanine_1,indigoid_chromophore,PAT_2,tetragonal,P 4/n,5670.43,2.54,62.76,simultaneous irradiation with different wavelengths,up to 8 hours at ambient temperatures,stability in acidic and basic conditions,"multi-photochromic behavior in materials, molecular logic operations",pcu,high quantum yields for photoisomerization,chemrxiv_10.26434_SLASH_chemrxiv-2024-v95dn,,,0.1860962517
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11036606,,,0.286394696
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11316774,,,0.4284391406
pm-AuNR,Gold (III),,tetragonal,P 4/nmm,null,null,null,"catHDL-coated AuNRs synthesized using seedless method and electro-formation of GUVs with POPC, DOPC, cholesterol, Rhodamine-PE",up to 300°C for catHDL coating; up to room temperature during phase transition process,stable in aqueous solutions at physiological pH conditions; sensitive to organic solvents like chloroform and methanol,"modeling lipid raft dynamics, manipulating lipid bilayer membranes in cell engineering applications",,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rq355,,,0.1690007308
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11099832,,,0.3929268692
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-70vpw,,,0.4454488242
PCN-250(Fe),Fe,[Fe]3–x3,tetragonal,P4/nmm,168.97,0.61,129.6,solvothermal reaction,up to 473 K,stable in N2 atmosphere,gas separation and storage,pcu,null,pubmed_10848254,,,0.5701615673
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3ws9d,,,0.0063942189
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-gnh1v-v2,,,0.8362728928
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2c6v2,,,0.5779960544
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nnww9,,,0.1292865092
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10490783,,,0.711151344
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10888241,,,0.0220163111
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11303080,,,0.9485755134
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11018733,,,0.1914405925
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11206894,,,0.4331042231
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10890475,,,0.3056568734
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1pz9g-v2,,,0.0870220608
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2306.10350v2,,,0.8762093852
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10708100,,,0.0597786999
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-37crl-v2,,,0.3859473409
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pzqqh,,,0.5286308383
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11247545,,,0.2795199684
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10703776,,,0.6083264113
mof_name,TIFSIX-3-Ni,NiTiF6,ultramicroporous MOFs,P4/mmm,1.578,null,9.6,powder synthesis,up to 400°C,stable in air and water at mild temperatures,DAC of CO2,pcu,null,pubmed_11228916,,,0.5765119116
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10997197,,,0.3684415154
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7mdj7,,,0.5871417834
mof_name,another_metal_center,yet_another_linker,tetragonal,I4_1/a_Fe,6.23,0.578,92.1,hydrothermal synthesis at 150°C for 7 days in anhydrous ethanol solution,up to 350 °C (decomposition temperature),stable under mild acidic conditions but reactive with strong bases,applied as catalysts in organic reactions and gas separation processes,dia topology code,"large pore size, good thermal stability",pubmed_11274509,,,0.5393463438
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-s233k-v2,,,0.6255691033
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qdgj9,,,0.9626861087
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fxxcw,,,0.5127982842
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-87qjz,,,0.4457575083
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10515355,,,0.2269277046
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-x60hm,,,0.2870735019
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10708160,,,0.2946972742
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0l74f,,,0.6974847345
Ethane Dehydrogenation on Ir(100) Surface,Ir,null,null,null,null,null,null,DFT calculations using VASP with PBE functional and PAW method,room temperature,stable in acidic/basic/water environment,producing value-added chemicals like olefins,"RCSR symbol ""pcu""",null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3p8jv,,,0.282626475
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11053630,,,0.6800781724
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2306.13092v3,,,0.2447544874
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-8qd2g,,,0.4825645001
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-m6nc4,,,0.6722751539
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10911228,,,0.9387304757
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2406.09704v1,,,0.2211260446
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-fpp7l-v2,,,0.7140112806
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11258793,,,0.627158961
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10958451,,,0.7711469396
Co-HIB,Co,hexa-NH2,cubic,P2_1/c,392.88035,0.67,83.52,"Feng et al.,30 Dou et al.39",not specified,not specified,gas sensing and catalysis,pcu,predicted AA stacking mode,chemrxiv_10.26434_SLASH_chemrxiv-2023-dlv5t,,,0.2097168297
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-5x1fv,,,0.2442886885
Type III Porous Liquids,Aluminum fumarate MOF,Polydimethylsiloxane (PDMS),cubic,P 6_3/mmc,null,null,124.28,Vigorous stirring overnight with polydimethylsiloxane (50 cSt),>400 °C,"Stable in acidic, basic, and water environments",Gas separation,pcu,null,pubmed_10995940,,,0.3273033439
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-s60n5-v3,,,0.8384071996
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10536994,,,0.089534468
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11279189,,,0.7064501131
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-qlpt3,,,0.5758228975
FeTHQ,iron,"tetrahydroxy-1,4-benzoquinone",cubic,P2 1/c,2034.26,2.83,10.31,microwave synthesis,500 °C - 700 °C,stable in neutral and slightly acidic conditions,antioxidant release for up to 7 days,pcu,no information found,pubmed_11097333,,,0.9585494664
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hwfqs,,,0.0397273656
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d4fp9-v2,,,0.3761224786
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h4qz5,,,0.1575256775
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10699585,,,0.0296020804
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bvvdb-v4,,,0.2722375842
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-lwvwn,,,0.8327881205
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10819970,,,0.7908122942
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zc87c,,,0.844605092
MOF-DEF,Cu(I),TPBPPD-DABCO-Pyridine,triclinic,P 2_1/c,9563.4,null,0,null,Hydrothermal synthesis in a sealed vessel with reactants at specific molar ratios.,>7°C,Stable up to pH range <pH=8.,Adsorption and separation processes.,bcc (body-centered cubic unit cell),pubmed_10539803,,,0.1388639908
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10876740,,,0.9631764456
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11303081,,,0.0267944129
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11046205,,,0.1740766172
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_1504.04350v1,,,0.4950044758
JUK-8,[Zn(oba)(pip)],null,cubic,P21/c,null,null,null,static measurements of adsorption-desorption isotherms using Autosorb iQ MP apparatus at 25 °C,up to 300 °C,"stable in acidic and basic conditions, soluble in polar solvents",gas sensing technology,pcu,null,pubmed_11124276,,,0.5163659425
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mdk6g,,,0.6475289536
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11273360,,,0.2332759816
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2306.00763v1,,,0.3381493017
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j9h92,,,0.355707316
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kx6gp,,,0.3252318252
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11082934,,,0.238144024
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11238301,,,0.9070769141
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j6smb,,,0.5449296515
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-zskh5,,,0.2488134562
K-ion slides in Prussian Blue Analogues,"Fe,Mn,Cu,Ni,Cd",Prussian blue analogues,Monoclinic,P 21/n,null,null,null,Synthesis method via citrate-assisted precipitation,Thermal stability up to approximately 800 K,Chemical stability varies with chemical environment,Potential applications in battery materials and other functional materials,pcu,"λ = 1.75, ac = 4.77 Å",chemrxiv_10.26434_SLASH_chemrxiv-2023-gs41m,,,0.3080245634
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2207.03682v1,,,0.9990827832
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2305.03989v2,,,0.1490576039
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-fhnz9,,,0.1663417004
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11002825,,,0.7708799967
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-ncjlp,,,0.7669469917
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10890875,,,0.6453098375
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-00pc3,,,0.1890651349
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11013461,,,0.4204904344
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-88fpn,,,0.3960834993
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11107348,,,0.7991320696
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_1304.3312v2,,,0.8220583319
Three-Dimensional Printing of Cellulose/Covalent Organic Frameworks (CelloCOFs) for CO2,Fe,Cellulose nanofibrils/sodium alginate,cubic,P1 21/c 1,null,null,null,Direct ink writing (DIW),500 °C,"Stable in water, acidic and basic conditions","Water treatment, CO2 adsorption",pcu,High adsorption capacity for CO2,pubmed_10755704,,,0.1594318564
